ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1914,21,23050.344599876807,0.016939229238896056,1,1115,6228,1797,6910
1915,37,20564.679806957432,0.08061303418536384,1,445,10883,1513,11951
1916,55,25468.476387305436,0.0355705950268516,1,929,11856,2737,13664
1917,36,29908.311472945505,0.282248095041251,1,531,10887,1955,12311
1918,20,21381.413071245886,0.07922001123272199,1,1572,6038,3993,8459
1919,32,22574.195997970917,0.15815784660527132,1,288,8305,1335,9352
1920,27,20576.47349390368,0.08497386006746857,1,554,5284,1465,6195
1921,38,29720.402546143036,0.15369938666219815,1,1574,5484,1897,5807
1922,24,26163.231869616735,0.009508217564503223,0,13,0,0,-13
1923,30,24905.8881531021,0.2965510316651032,1,617,7904,1558,8845
1924,46,20542.174704601643,0.026865621611684785,1,205,5668,1382,6845
1925,27,35108.400510930216,0.03192479723141569,1,1033,7433,1415,7815
1926,35,21748.49461885994,0.2202061052966836,1,777,36208,1338,36769
1927,72,53764.12472553148,0.044966676289565806,1,967,10283,1677,10993
1928,19,22607.539845817355,0.3676552507182482,1,740,6556,1499,7315
1929,40,22693.41700620288,0.18822735173315067,1,292,8430,1952,10090
1930,50,23432.80540206066,0.1387627666678363,1,397,6448,3209,9260
1931,22,34042.44964082622,0.20898388979456517,1,21,8283,5079,13341
1932,24,25340.836108447224,0.0823090504951167,1,61,9242,1955,11136
1933,64,23151.7180907551,0.0028330171640294412,1,166,6456,1464,7754
1934,18,30084.66916803531,0.022984819731726617,1,197,7414,1518,8735
1935,25,36250.23948933405,0.34465652258166024,1,480,11332,1671,12523
1936,26,23770.53313680671,0.018885885559223572,1,430,5758,1484,6812
1937,40,20253.958789699504,0.0671818700974713,1,1936,9095,1662,8821
1938,20,24620.473038489326,0.03879064831509936,0,2,0,0,-2
1939,74,20487.42088834922,0.020925072112138263,1,176,8663,1603,10090
1940,50,26014.97532700561,0.027606092067260852,1,647,7959,1586,8898
1941,25,20236.222929486506,0.10044184246809996,1,275,9539,1875,11139
1942,59,24819.893687398137,0.0863936873819234,1,315,7300,2621,9606
1943,22,31329.63617608556,0.3598437170550238,0,11,0,0,-11
1944,27,22704.20275400737,0.00700403445646515,1,144,8806,1445,10107
1945,35,24795.857729755495,0.041934822581347175,1,794,5351,1399,5956
1946,24,20253.877656470584,0.006470058383190926,1,60,9997,1433,11370
1947,63,23811.58079831934,0.2585388168254711,1,1930,8008,1516,7594
1948,58,20217.52494589411,0.275817476389991,1,169,6646,1356,7833
1949,22,23011.112691744824,0.1585309974336337,0,91,0,0,-91
1950,21,24799.01872560641,0.05731681446020127,1,43,5252,1910,7119
1951,23,23542.11104277561,0.05101838076473521,1,475,6556,2183,8264
1952,51,25713.911554242375,0.07753179692969989,1,1006,5973,1938,6905
1953,70,22224.074616456222,0.16689389542964925,1,355,15057,2646,17348
1954,56,33710.56010333688,0.09251328155051729,1,397,6100,2180,7883
1955,46,24539.965493539923,0.055694337856143604,1,261,5375,2738,7852
1956,23,21476.140238736316,0.07290337916417129,1,630,11433,2422,13225
1957,27,28807.942043624244,0.13285887538576133,1,594,12459,1385,13250
1958,44,20206.52012579114,0.1491789657066286,1,1005,7311,1393,7699
1959,19,31624.614220173673,0.07414128932158076,1,332,5772,1728,7168
1960,27,24718.99071284568,0.06122317361803515,1,1647,5926,1421,5700
1961,46,22894.16646989877,0.11322909187616721,1,38,9240,1418,10620
1962,25,32783.02407116775,0.0955240391164516,1,534,8205,1622,9293
1963,54,31371.83290931742,0.4960962140190924,0,24,0,0,-24
1964,41,34007.206323124585,0.019604656749112503,1,72,10343,1355,11626
1965,37,22903.796457127657,0.027137542755686615,0,30,0,0,-30
1966,29,98672.39550728412,0.0031720175387149325,1,717,8329,1450,9062
1967,33,21445.250625886765,0.025937509034842363,1,838,7983,1481,8626
1968,37,25510.227937658157,0.2100464707477149,1,963,6953,2031,8021
1969,48,29018.136418610862,0.1756979046168352,1,134,5254,2919,8039
1970,24,36307.617440828835,0.039414802979509514,0,145,0,0,-145
1971,37,20813.325610733016,0.27245486360862037,1,337,5268,2311,7242
1972,24,22891.474778487518,0.048231667483899295,1,179,9737,1495,11053
1973,71,45095.16765713721,0.19465942743209552,1,320,8839,1444,9963
1974,26,25449.562028778168,0.18103165566178378,1,429,7277,3325,10173
1975,48,42499.759750755205,0.053172047754755265,1,73,8419,1763,10109
1976,68,27135.036448756073,0.0737322943173987,1,180,8279,2469,10568
1977,32,26355.920177370932,0.17028812407784222,0,43,0,0,-43
1978,26,22111.829950264633,0.06122986260413938,1,455,10676,3087,13308
1979,35,31466.28816131004,0.03989917375352001,1,146,6319,1335,7508
1980,53,20750.20364273879,0.043609056566928844,1,1547,7314,1418,7185
1981,20,29505.202544705386,0.17172078247697084,0,35,0,0,-35
1982,20,21167.895861778117,0.11152402612778023,1,1164,5944,1545,6325
1983,40,64635.71680102907,0.3149523978031633,1,1281,5673,1522,5914
1984,63,26383.96917396055,0.27678165198673516,1,294,6445,1809,7960
1985,27,20256.557127984546,0.08169148765476711,0,24,0,0,-24
1986,18,28562.170484469734,0.09877539935333748,0,11,0,0,-11
1987,71,25873.36687340485,0.07131523859038066,1,2073,5940,1705,5572
1988,46,20729.875514984844,0.18981721909770538,1,192,6058,1763,7629
1989,21,37225.000821870075,0.03048883139422633,1,384,21326,2057,22999
1990,42,23972.268470160016,0.01830220420575641,1,332,12277,2500,14445
1991,45,23643.916910427753,0.20421487943891897,1,365,6651,1405,7691
1992,71,26526.092633761473,0.09632171141788341,1,382,8461,4983,13062
1993,54,29346.516398150543,0.19616812475663653,1,563,9716,1334,10487
1994,19,22158.225664837784,0.11278072117162578,1,331,7413,1811,8893
1995,69,64469.688609125165,0.11164618846303086,1,722,8027,3065,10370
1996,22,22750.030243826655,0.17603368095664518,0,1,0,0,-1
1997,61,21361.32640453153,0.037063526461090936,1,333,7107,1462,8236
1998,55,54403.387830718035,0.2202516263274128,0,44,0,0,-44
1999,62,31695.203147943797,0.04376052681197099,1,338,6203,1633,7498
2000,31,41752.644778302085,0.039795498066006255,1,55,7851,2408,10204
2001,67,23646.86865318048,0.036781210983812235,1,118,6138,1371,7391
2002,57,24039.59404445565,0.07658675943493258,1,29,5307,1724,7002
2003,19,23913.11577428005,0.015377400228879373,1,783,7071,1418,7706
2004,72,21786.968999439952,0.3482821987913372,0,36,0,0,-36
2005,38,26937.924916461212,0.13788261899072918,1,1602,10053,1500,9951
2006,44,30468.47531960498,0.06541281220773411,1,198,8770,1422,9994
2007,32,20743.0555339212,0.2669602522874875,1,1049,9256,2190,10397
2008,50,31406.682604560305,0.2772749996910854,1,699,6865,2573,8739
2009,25,21205.061666120357,0.05207458451049866,0,66,0,0,-66
2010,56,20028.180371464266,0.007979927857274262,1,373,11108,3027,13762
2011,32,22207.740521487125,0.023598714900599123,0,3,0,0,-3
2012,18,49184.97658949166,0.07027536242065323,1,457,8298,1852,9693
2013,57,26552.9583222313,0.03650327532162905,0,37,0,0,-37
2014,34,23961.32092991112,0.025865673506553617,1,614,5955,1422,6763
2015,19,22458.766576697635,0.07085189587593216,1,1427,5345,1366,5284
2016,24,23024.515169044862,0.08757199304205471,1,366,6690,2142,8466
2017,33,41159.5769080019,0.05109259633744591,1,764,7149,2350,8735
2018,31,35229.121303630796,0.06146090949500985,1,63,6165,1493,7595
2019,21,26430.356522241244,0.0014174726747935775,1,522,6026,1974,7478
2020,47,59493.982130813856,0.03160246042844134,1,486,19664,2300,21478
2021,50,21391.37255838106,0.32737418459027084,0,66,0,0,-66
2022,20,22778.062682495183,0.19760733630574326,1,209,23980,1710,25481
2023,20,20543.09724832926,0.048195610980521233,1,80,5471,1443,6834
2024,19,34349.01355096954,0.2504846418276747,1,197,5970,1940,7713
2025,56,26033.4655080679,0.09744309112065648,0,67,0,0,-67
2026,56,32373.123604250115,0.025973903155722584,1,1053,7828,1675,8450
2027,61,22136.073158570925,0.015037952844948004,1,400,8633,1744,9977
2028,53,25901.05133123342,0.013731706414092982,1,450,6130,3313,8993
2029,57,23396.755125275078,0.24356902701732586,1,600,5825,2387,7612
2030,65,28309.67747193978,0.012689822429889997,0,30,0,0,-30
2031,68,36695.96895787411,0.13073591385961714,0,32,0,0,-32
2032,39,23310.458339263863,0.13565174156383478,1,408,28059,1355,29006
2033,44,23968.97662045669,0.0523698511949903,1,231,5388,2274,7431
2034,32,20734.155219463508,0.32470730126890207,1,813,6956,1553,7696
2035,58,20113.47326775116,0.1516698353017542,0,172,0,0,-172
2036,72,24868.546772421607,0.023823804576534133,0,121,0,0,-121
2037,37,42794.49694502857,0.051261395119796604,1,249,8801,1459,10011
2038,40,28905.33234532913,0.08268878513548282,0,43,0,0,-43
2039,58,36379.036254641134,0.08418139799353945,1,643,10095,1336,10788
2040,62,34021.23472066545,0.056448496298545155,1,95,9125,1378,10408
2041,39,20424.10610280142,0.09348747217259501,1,1311,9259,2289,10237
2042,47,26046.695183941418,0.08501708274772618,1,665,6163,2290,7788
2043,70,20954.249926177865,0.0330788509411693,1,692,6210,1482,7000
2044,49,20086.674476064974,0.0013119372564106883,1,124,10013,1333,11222
2045,18,20904.665342861234,0.08607339436881309,1,983,5594,1629,6240
2046,71,23008.157562509263,0.00252548344487826,0,18,0,0,-18
2047,42,23188.711114094745,0.02100555445145991,0,15,0,0,-15
2048,21,26784.039311577864,0.06100186169599851,1,742,5378,1583,6219
2049,40,26192.001255105122,0.04527788109116516,1,250,6324,1540,7614
2050,21,24485.020953842053,0.0215625555135597,1,1158,9763,1589,10194
2051,46,26903.204573238927,0.17635759939000906,0,40,0,0,-40
2052,23,31381.71921535224,0.19767478289876506,0,126,0,0,-126
2053,19,26522.115804023673,0.12941272855188254,1,604,5762,1339,6497
2054,59,29943.78305429376,0.1021219330768533,1,51,7769,2560,10278
2055,65,39489.36139351238,0.08823575288700831,1,368,5596,2172,7400
2056,35,25413.60597399858,0.016176531839264055,1,197,5720,1407,6930
2057,33,26228.150000371836,0.49846233032838433,0,39,0,0,-39
2058,22,21307.533148791288,0.1301842700839038,1,531,5341,10263,15073
2059,48,21114.200030863107,0.021531116833277155,1,250,7411,3232,10393
2060,49,50475.47113135906,0.03096202839064998,1,136,8575,1423,9862
2061,33,28379.849686497968,0.028130762784855975,1,100,8991,1532,10423
2062,53,34890.69032154068,0.487287320348939,0,26,0,0,-26
2063,19,37655.76142178854,0.39632534362524396,1,570,6682,1584,7696
2064,29,45316.71929187612,0.08808015099646423,0,28,0,0,-28
2065,40,26886.001447383205,0.3417494191110167,0,125,0,0,-125
2066,40,54990.29463847198,0.20166323516918858,0,17,0,0,-17
2067,52,189046.28422008784,0.01658811565434809,1,537,6037,1334,6834
2068,35,22311.37330899713,0.3117950002374745,1,72,28661,1389,29978
2069,22,29252.154604423587,0.14529921643246946,1,202,11138,2010,12946
2070,51,46783.264684374866,0.15514098777537516,1,256,7129,3799,10672
2071,20,21899.65028156998,0.24774761751189592,0,11,0,0,-11
2072,28,23055.759520333933,0.24014552171941242,1,516,10141,2069,11694
2073,33,21292.75837333619,0.03393387065505266,1,623,12861,1523,13761
2074,60,27360.40534351706,0.03543449138596115,1,68,5512,1370,6814
2075,19,28294.36222356399,0.053030132551783966,1,1367,5745,1875,6253
2076,68,44470.49316912963,0.0921558099053403,0,195,0,0,-195
2077,58,28839.987349031082,0.0573947446996876,1,144,7835,1893,9584
2078,65,32217.003486984024,0.05033161841003067,0,51,0,0,-51
2079,35,24351.488094364668,0.03363912080312248,1,108,5423,2175,7490
2080,37,26192.009128137717,0.24171764299960696,1,133,5851,1502,7220
2081,28,24478.369856777754,0.44455546827307835,1,140,5357,1367,6584
2082,35,32316.5341188144,0.3475687812274334,1,157,6771,1539,8153
2083,28,34126.54501416907,0.28458174053320917,1,68,12579,5405,17916
2084,48,83531.15681683582,0.20357623727146623,1,298,5512,1387,6601
2085,21,60753.53403965792,0.01845062554274984,1,1347,8779,2279,9711
2086,32,21598.633363318375,0.17422800903228433,0,59,0,0,-59
2087,18,26848.86550334856,0.07781098512069083,1,851,5421,1621,6191
2088,36,21870.032433515884,0.2334124218291987,1,611,5377,1446,6212
2089,31,61615.769929235634,0.07494399012674471,1,245,10015,1705,11475
2090,30,20505.566344150622,0.15695838277135737,1,670,7970,2215,9515
2091,72,36765.8163382043,0.2082051772297882,1,571,5914,2024,7367
2092,60,30167.40894499691,0.011865160793827639,1,182,6409,1627,7854
2093,50,25202.61905434629,0.0519387544470009,1,314,6714,2612,9012
2094,39,24776.42395537225,0.3210154631766463,1,188,6736,1421,7969
2095,52,43367.50546123397,0.07214756893401006,1,593,6436,1754,7597
2096,47,21195.387758919424,0.14444299369183125,1,227,6450,1485,7708
2097,38,49613.428474567714,0.1150191404644484,0,33,0,0,-33
2098,28,30787.081741492104,0.3757682382568988,1,319,5275,1586,6542
2099,32,39312.33475812387,0.013362570440413392,1,864,6439,1722,7297
2100,24,29539.665085821736,0.050795328449638535,1,1003,5525,6134,10656
2101,26,49819.8105710924,0.03471353408345481,1,396,7955,1773,9332
2102,72,20088.682676772125,0.22226905536559322,0,29,0,0,-29
2103,57,25997.866732555267,0.16976070920742267,1,344,7341,2518,9515
2104,68,26423.42640785187,0.00951093596825832,1,36,9263,3501,12728
2105,49,29270.405384092795,0.1338703568362454,1,1708,7598,1752,7642
2106,62,22561.732790275993,0.12414414128425567,1,121,8131,1519,9529
2107,66,23046.90422892578,0.005506751933687698,1,663,6313,1380,7030
2108,71,34845.1159617435,0.015218196263862971,1,790,20278,1446,20934
2109,26,34257.61036749628,0.23615411613529091,1,650,11978,1811,13139
2110,19,27286.224654069087,0.05305936691466211,1,316,12719,2841,15244
2111,22,21091.302294931083,0.43948190082198363,1,540,6024,1548,7032
2112,52,31769.29715869398,0.2208676457080111,1,241,6304,1415,7478
2113,53,22657.006577323333,0.13390277263235958,0,13,0,0,-13
2114,31,40348.519866934206,0.3929596011729315,0,25,0,0,-25
2115,36,31938.527455016178,0.13548393656359967,1,587,5536,1792,6741
2116,43,37553.858636820856,0.024332512117687718,0,165,0,0,-165
2117,43,25743.8185730207,0.12723250392516583,1,448,7174,1441,8167
2118,29,21639.031677292485,0.2477373488409027,0,29,0,0,-29
2119,39,27727.348213035548,0.1268713541971085,1,463,15624,4034,19195
2120,47,31148.242953168963,0.03854403108595058,1,451,11857,1344,12750
2121,36,20446.09018158554,0.06427031053607789,1,254,5484,2498,7728
2122,57,20352.23848615824,0.13234818415187005,0,78,0,0,-78
2123,37,20264.83129531585,0.013154606911244662,1,237,6627,1461,7851
2124,39,23558.9522796388,0.30912245182135695,1,1718,6572,1503,6357
2125,29,34579.735636659265,0.0635679608990755,0,8,0,0,-8
2126,60,66404.42135364015,0.07589410573124805,1,1339,9606,2171,10438
2127,22,34626.984218186546,0.10596558969873707,1,408,6034,2031,7657
2128,20,20135.158152340722,0.06871491511523868,1,19,8452,2328,10761
2129,41,28034.567994197143,0.006243613650574668,1,278,6001,2213,7936
2130,41,20094.639565819874,0.06570961507081689,0,78,0,0,-78
2131,38,27137.682505175144,0.13478965423281328,0,82,0,0,-82
2132,26,25383.416328329495,0.13353194519014433,1,25,14610,1333,15918
2133,20,29757.105724883248,0.08662959926903077,1,55,24672,1429,26046
2134,29,32122.67113626515,0.010513742313481901,1,734,6806,1423,7495
2135,23,30726.712813381902,0.11305326861555441,0,75,0,0,-75
2136,60,22869.262034558506,0.1380510123812519,1,797,5338,1930,6471
2137,22,32659.377413183545,0.03713837807365305,1,181,8983,4118,12920
2138,25,20370.930920301435,0.2505610720945651,1,145,15509,1816,17180
2139,42,20190.059478688767,0.057732088169149265,1,562,7850,1596,8884
2140,48,20589.594651703283,0.005216908079077577,1,473,6692,1494,7713
2141,21,35014.72302306959,0.16677025914752486,1,440,6220,1398,7178
2142,58,21924.3459596745,0.2770426279795749,1,336,7922,3286,10872
2143,54,29745.275127253564,0.2151337352529941,1,631,12526,2041,13936
2144,21,25712.548804478127,0.2997257658168775,1,534,8695,1344,9505
2145,71,27824.143552704467,0.002728177742411855,1,104,5397,1937,7230
2146,39,22018.43463892373,0.27487013013754136,0,64,0,0,-64
2147,30,44961.52160032866,0.38575111517645233,0,80,0,0,-80
2148,32,23565.7171987356,0.10502642747587747,1,26,5940,1474,7388
2149,33,24337.999924402848,0.2923925702020274,1,373,5626,2512,7765
2150,58,23489.18823435582,0.2234296500112254,1,513,6410,1866,7763
2151,18,21345.60805100376,0.030621023808928383,1,277,6543,1404,7670
2152,59,21280.1544186917,0.26594486211076585,0,40,0,0,-40
2153,75,25602.595863062033,0.008559730284507346,1,254,18584,4596,22926
2154,56,22276.48957979679,0.07497344878853882,0,21,0,0,-21
2155,19,72527.75076943076,0.19840393506866094,0,49,0,0,-49
2156,50,34388.88835768519,0.038036432915406544,1,242,5374,3695,8827
2157,34,20722.747579112518,0.3586167178169475,1,292,13232,1421,14361
2158,22,53396.339954785086,0.14973225047487362,1,354,15490,2858,17994
2159,51,28373.22927087324,0.15605150283198402,1,1517,6234,1644,6361
2160,20,44767.4624277266,0.30343121853929095,0,10,0,0,-10
2161,28,20390.081049209482,0.004715481206758319,0,55,0,0,-55
2162,21,33196.7479688861,0.1642592492668791,1,441,5532,2719,7810
2163,61,27676.77431373086,0.07026223186644447,1,1111,7510,1400,7799
2164,24,29749.42103127169,0.0746203059542053,1,109,10560,1403,11854
2165,44,25107.075355425193,0.02200448257444469,1,1737,8597,1371,8231
2166,36,35597.17706787307,0.059383369371844776,1,1744,5750,1353,5359
2167,75,21079.02076853827,0.07291713153679406,1,249,6379,1470,7600
2168,18,39948.20909887892,0.1595145651531782,1,94,7804,1977,9687
2169,19,26214.439669132447,0.007325705609419275,1,1071,6480,1563,6972
2170,58,44263.39269310984,0.01496587916751442,1,648,6286,3077,8715
2171,40,33723.852078084004,0.04389423171436604,0,142,0,0,-142
2172,54,22048.707686228427,0.07883640139404491,1,2780,5943,1813,4976
2173,18,35022.18008697227,0.013641017258848023,1,476,29239,2683,31446
2174,69,32325.362545153235,0.04202081699801767,0,23,0,0,-23
2175,20,26502.459287383117,0.49201771792183385,1,61,8005,1477,9421
2176,27,27411.159994849466,0.2679885986548741,1,446,22950,1340,23844
2177,26,20598.229553130528,0.0746671862053717,1,280,5993,1366,7079
2178,66,26958.179637490608,0.23013149879664543,0,4,0,0,-4
2179,38,21563.000645935823,0.22748628134188678,1,137,6506,1434,7803
2180,68,44272.32014384995,0.09806264526938574,1,69,6438,2124,8493
2181,26,20849.002951903403,0.0018914717271938375,1,150,6398,1363,7611
2182,32,21549.87818167994,0.21346667074072434,0,16,0,0,-16
2183,34,20946.061571469916,0.07930594349389758,1,45,7014,5078,12047
2184,51,32088.205675142577,0.006964483639287652,1,100,9623,1364,10887
2185,64,24065.976943278507,0.016685770647431666,0,0,0,0,0
2186,18,21139.723689313792,0.09245959295980583,1,1434,5711,1468,5745
2187,18,21750.59304216556,0.09338182920365169,1,486,6003,1568,7085
2188,43,20554.472427276753,0.08212247288077897,1,13,13477,1982,15446
2189,21,26590.0568962958,0.02774267098805699,1,49,5594,1361,6906
2190,38,36307.96932114615,0.16378050333980146,0,14,0,0,-14
2191,63,26053.40574632012,0.2691237854905169,1,515,8954,1383,9822
2192,71,21249.45194561389,0.1021689394058284,1,296,6298,1476,7478
2193,59,27103.34768328888,0.2240492386067467,0,37,0,0,-37
2194,65,32564.402661143275,0.44257364297237983,0,5,0,0,-5
2195,43,60517.94477427024,0.07134388994985565,1,491,7428,1346,8283
2196,23,20676.239521641714,0.29807770937645006,1,825,9519,1707,10401
2197,53,22512.553842571782,0.2504645566892523,0,10,0,0,-10
2198,27,31486.10036257124,0.20482913187137106,1,572,5803,1416,6647
2199,51,50115.54134033606,0.020182177415084438,1,112,5417,1382,6687
2200,75,27420.469969588186,0.04795333429629547,1,420,7968,2912,10460
2201,59,20634.471718935416,0.012015192739745143,1,176,7345,1702,8871
2202,38,20287.94061934647,0.15133678410921694,0,4,0,0,-4
2203,59,28216.52396443469,0.016778034563683254,1,497,6218,2149,7870
2204,73,23626.052205245727,0.01811674291125279,1,357,6142,1734,7519
2205,21,20215.023570410074,0.15154552168994723,0,31,0,0,-31
2206,21,27772.147377212703,0.1753808672152086,0,13,0,0,-13
2207,45,25838.830765102724,0.010950311366663872,1,729,8990,1577,9838
2208,40,22850.76070644772,0.040659031614235466,1,1039,7295,1392,7648
2209,21,42721.431167213166,0.03840494962201775,1,820,7318,3135,9633
2210,48,32878.74958111119,0.19108245968436074,0,99,0,0,-99
2211,73,23235.93924050143,0.04306964511689204,1,678,5259,1784,6365
2212,30,20597.19710736492,0.30450981231287083,1,225,20441,1334,21550
2213,22,21349.33634644214,0.09141905166296659,1,1247,5471,1533,5757
2214,22,74467.01721046118,0.07128798149095732,0,8,0,0,-8
2215,24,20459.623473082105,0.057348036622623846,1,698,13196,2329,14827
2216,22,22038.602266502447,0.25009129164614163,0,59,0,0,-59
2217,41,39660.685780703796,0.020200769984857096,1,436,5993,3903,9460
2218,55,33493.556445358736,0.01768164758838685,1,351,6970,1708,8327
2219,30,25952.79293598627,0.14452099159463244,0,54,0,0,-54
2220,41,22112.099753242386,0.05644685133343624,1,640,6798,1648,7806
2221,56,25033.017423130757,0.1686959478119053,1,593,14218,1336,14961
2222,59,22592.419928477924,0.12437175967107209,0,9,0,0,-9
2223,36,20456.615851368075,0.33484147263860153,0,85,0,0,-85
2224,59,31070.770785788704,0.017389955211183774,1,526,14860,1742,16076
2225,27,22831.119391651504,0.03557288899532535,1,131,11166,1757,12792
2226,59,79954.12102076723,0.07331483164211777,1,686,6757,1348,7419
2227,56,20089.68820909106,0.059681989252722015,0,43,0,0,-43
2228,27,22849.997134664136,0.07869551067225097,1,501,6571,1753,7823
2229,46,27215.280900577065,0.2101302694555883,1,440,6366,1713,7639
2230,20,28706.120981925193,0.11622106935405972,0,33,0,0,-33
2231,70,26734.76938648819,0.08805936972739488,1,120,5426,1585,6891
2232,23,24735.735992349957,0.5484406374644601,0,17,0,0,-17
2233,18,29653.119216055802,0.1976915499151097,1,191,8383,1588,9780
2234,74,20571.422115656056,0.01936729734869289,1,1482,15762,1523,15803
2235,62,32949.60350147507,0.0007266324917799498,1,1091,24553,1360,24822
2236,26,28446.682169387597,0.04321386435362909,1,46,10041,1701,11696
2237,21,25762.19168305909,0.42401721269840226,0,18,0,0,-18
2238,60,25554.892001102147,0.061956739406614135,1,17,5947,2190,8120
2239,48,21417.985596694376,0.2647187865717249,1,551,6260,1579,7288
2240,61,42177.95215225578,0.026735546223033868,1,332,8194,1759,9621
2241,35,21432.543243054264,0.2854571323559602,1,65,6029,1449,7413
2242,53,23112.016740359748,0.31214032181143825,1,189,5395,1405,6611
2243,43,24035.18926989752,0.008617578521674604,1,79,86293,1426,87640
2244,25,20777.220091659197,0.028103791655905278,1,195,8945,7099,15849
2245,47,51352.43386578475,0.24541669379326256,0,4,0,0,-4
2246,29,23350.721684475327,0.024530137563371513,1,290,6279,3090,9079
2247,40,31676.463287549323,0.4504751060786935,1,1716,9782,1477,9543
2248,29,20748.66053634467,0.037857445909044135,1,157,5512,2436,7791
2249,41,24674.002343012886,0.043719675391459836,0,99,0,0,-99
2250,46,26027.878478076786,0.22972943560351697,1,619,6447,1936,7764
2251,57,41287.41110418268,0.1152672119486763,1,118,8476,1892,10250
2252,70,20111.01469320071,0.06260093004339295,1,1481,6864,1732,7115
2253,53,26630.785535843454,0.14208802758786973,1,149,16082,2048,17981
2254,24,35505.05191924348,0.1992066481310595,1,29,5533,1467,6971
2255,41,34230.597464236715,0.014395881907007335,1,138,7950,1334,9146
2256,25,28878.951089865775,0.0017775679267986121,1,1161,9368,1462,9669
2257,60,20524.56228662392,0.033763586694999306,1,106,11435,1564,12893
2258,68,23933.451853768103,0.08122847650496248,1,30,6712,1609,8291
2259,19,20759.635390712327,0.002124319192182468,1,139,7905,1552,9318
2260,21,24142.79144880889,0.14895783734635845,1,234,17588,1710,19064
2261,50,24268.356579647872,0.09522098686966263,1,235,20547,2307,22619
2262,35,22146.146964242424,0.08185385829838751,1,1206,12639,1959,13392
2263,43,22944.351330284495,0.11648182662709493,1,34,5837,1538,7341
2264,23,33002.96356637774,0.12200833425980506,1,1245,8555,1426,8736
2265,30,23021.514934440347,0.3309977963397581,1,109,5420,1745,7056
2266,52,24184.760446191653,0.47198120540895955,1,751,7723,1670,8642
2267,36,32686.13513648861,0.08364252462528556,1,1465,7176,1706,7417
2268,50,21167.479442756026,0.35416321383043475,0,19,0,0,-19
2269,54,89671.10595426722,0.15089891563406924,1,233,16668,2340,18775
2270,56,20581.629267743556,0.058143605010121654,1,503,10647,1636,11780
2271,19,51432.09321194597,0.12665238920878233,1,527,5504,1839,6816
2272,33,21004.16155547439,0.10532407973920312,1,411,13113,1384,14086
2273,69,35042.21430606419,0.05009494111851424,1,129,10122,2108,12101
2274,38,23639.586735575675,0.06821008306448889,1,186,7900,2051,9765
2275,36,38119.214683908955,0.16429743214000314,1,1063,6706,1752,7395
2276,28,20767.05726737157,0.12491840065007415,0,70,0,0,-70
2277,54,51235.83031352335,0.2597559945122677,1,103,6691,2129,8717
2278,19,51560.362583127775,0.38937030559794505,0,293,0,0,-293
2279,18,20499.12818146332,0.11009755378377496,1,178,12240,1973,14035
2280,50,22006.703286427313,0.017530350635244184,1,572,7611,1489,8528
2281,75,124306.6889349097,0.11762890793975536,1,299,12315,1486,13502
2282,56,33645.48280679487,0.05069003246978885,1,802,9654,1817,10669
2283,24,53959.44194018965,0.0021672032102736344,1,1005,11100,1372,11467
2284,51,20443.6861749766,0.45131790568320174,0,3,0,0,-3
2285,45,45591.1293619687,0.37164612453438595,1,487,19986,8464,27963
2286,75,33187.85934130976,0.07193000048775752,1,408,11520,2002,13114
2287,32,20591.022290189747,0.11159259944795184,1,119,22593,1491,23965
2288,21,24120.74291817168,0.02231006487437148,1,1035,11232,1508,11705
2289,71,24644.33523211658,0.2515129986735043,1,749,5457,1443,6151
2290,73,28575.80243613831,0.135175487706405,1,291,5949,1441,7099
2291,67,32793.662599330775,0.0981569819357511,1,66,5300,2880,8114
2292,67,25544.634906269355,0.0022534164363218505,1,488,6475,1741,7728
2293,62,22264.91051442527,0.07865511998444404,1,197,6843,1697,8343
2294,39,23219.22054816984,0.14304533842805275,1,137,13642,2501,16006
2295,72,22579.621570387157,0.15049373433234345,1,584,5350,2746,7512
2296,19,128309.94463169908,0.17267021899765098,1,494,7193,1757,8456
2297,19,24532.358622766176,0.00588427124968369,1,781,6131,1551,6901
2298,18,20652.668945483012,0.171519100218836,1,44,6872,1755,8583
2299,61,22180.960572878357,0.24383796853108972,0,11,0,0,-11
2300,27,20432.708329633828,0.09915782135676447,1,228,5914,2012,7698
2301,25,34854.1670731899,0.023909327907499327,1,334,16808,1350,17824
2302,65,30352.492185722145,0.02931547695179221,1,344,24289,2479,26424
2303,25,25390.146644883673,0.006350964462588022,0,74,0,0,-74
2304,54,24347.154217331172,0.0662651968029884,0,1,0,0,-1
2305,22,360493.7445354556,0.01517754977472357,1,339,13741,4492,17894
2306,39,20654.081893315266,0.13210881119501483,0,35,0,0,-35
2307,21,35278.10935547254,0.023432795531001693,1,325,6637,1770,8082
2308,57,31580.164543244467,0.1369186866173869,1,2523,10735,2146,10358
2309,26,20335.34186196353,0.198558208036311,1,212,5894,2432,8114
2310,35,22036.48741526564,0.029490211166018347,1,1072,5776,1644,6348
2311,59,22694.300936283173,0.05969721848127243,1,79,7409,1565,8895
2312,26,22994.82159876648,0.32474803879695646,0,25,0,0,-25
2313,20,43645.013838022554,0.4893379220882971,0,5,0,0,-5
2314,55,36800.24878400511,0.08681288771080066,0,47,0,0,-47
2315,25,51310.076866967865,0.03310417411823439,1,273,5315,1428,6470
