ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
2351,51,25787.202371015468,0.15469819013555577,0,152,0,0,-152
2352,28,36148.13137198614,0.015556452344557822,1,248,10517,1635,11904
2353,54,38307.197454733134,0.19744589546582034,0,68,0,0,-68
2354,22,21138.088820856527,0.08649778213392219,1,121,6477,2125,8481
2355,24,22225.214508233912,0.1419152918335877,1,1086,8200,1439,8553
2356,72,25051.406012511638,0.09542520400910635,1,101,9320,1577,10796
2357,18,23442.77614171089,0.11180267073611141,1,1348,8653,1608,8913
2358,22,21107.918061173976,0.028905666030637222,1,391,5852,2123,7584
2359,45,25635.62288308652,0.10940926537284071,1,431,6034,1731,7334
2360,22,30022.940204067305,0.02958852242611498,1,821,9659,1711,10549
2361,31,24169.897184702317,0.02431375876000226,1,270,10845,1760,12335
2362,50,51412.58318823301,0.004529211894024366,1,84,8351,1344,9611
2363,65,25073.314711089024,0.3673303394681704,0,26,0,0,-26
2364,61,86492.15744468344,0.18074486238557144,1,253,7025,1532,8304
2365,73,21340.14511043346,0.06497987563839966,1,104,15341,1503,16740
2366,43,22862.65407206025,0.19169521583837723,1,340,10690,2690,13040
2367,29,20448.003411721438,0.22846298129989864,0,40,0,0,-40
2368,26,21173.899821975305,0.04575650423398091,1,139,5406,1540,6807
2369,67,27321.499383763687,0.12111626659314165,0,2,0,0,-2
2370,43,31880.27589337993,0.042637550583889905,1,128,7777,1896,9545
2371,31,33253.81053205546,0.02815288905908931,0,3,0,0,-3
2372,58,23167.00131509216,0.11895128689632935,1,118,6190,1909,7981
2373,34,20482.5232982316,0.14426064218422202,1,88,8643,1860,10415
2374,28,40120.0359725539,0.21639355944839794,1,450,9756,1363,10669
2375,55,28667.267981119614,0.4675416519583998,1,2194,6729,2197,6732
2376,29,50691.20198316923,0.18286964475258202,1,1058,14625,1564,15131
2377,58,22235.635184800525,0.0353564595031403,1,1119,5413,1635,5929
2378,73,76676.96378795803,0.0229350197911127,1,1386,9273,1770,9657
2379,44,27047.34477099636,0.050002671678023844,1,172,5681,1657,7166
2380,27,32184.83612603696,0.06404746444842555,1,88,5881,1377,7170
2381,38,24397.902196586117,0.06559169792454762,1,392,6422,1373,7403
2382,23,25476.425322960793,0.24422559326094911,1,251,7475,3723,10947
2383,23,36401.10970758147,0.23373895981506163,0,3,0,0,-3
2384,68,22338.967709499106,0.027447803580195856,0,8,0,0,-8
2385,24,52385.72434979534,0.0888016588493963,0,21,0,0,-21
2386,24,23027.54689913324,0.00928132987210474,1,41,9127,1427,10513
2387,39,28646.1867887041,0.07005421579397547,1,1525,10524,2105,11104
2388,60,33427.66395649325,0.11711450495585668,0,164,0,0,-164
2389,48,22189.487380417693,0.04276669489530179,1,55,6431,2877,9253
2390,28,21307.315371569493,0.03632338683270548,1,162,5353,1436,6627
2391,73,20878.874336070236,0.09308273902016981,0,13,0,0,-13
2392,23,24272.58057477017,0.016543910704182627,1,119,11556,1427,12864
2393,54,25657.96355112587,0.08676034523921965,0,37,0,0,-37
2394,37,38349.6200807252,0.051576671629355336,1,325,5291,1522,6488
2395,23,25597.06452348236,0.5415680819375069,1,109,9618,1613,11122
2396,21,20444.351729273396,0.13851379163009345,1,1471,5346,4324,8199
2397,33,20338.558162212656,0.1486299480204557,1,328,8035,3216,10923
2398,69,20077.876641770938,0.21093089142029842,1,85,11902,1698,13515
2399,72,20318.144211830528,0.12537645390392374,1,774,7553,1505,8284
2400,26,20393.9222167067,0.11818265938894518,1,1119,7629,3810,10320
2401,54,25388.353821947192,0.1109441734319562,1,301,8570,1421,9690
2402,34,23959.578202597793,0.14281573017094837,1,124,5989,1859,7724
2403,42,22102.344557007014,0.03513368173397189,1,405,6673,1489,7757
2404,19,151356.2874096331,0.06249992094668825,1,269,6797,1747,8275
2405,56,31452.158720577354,0.30067180960166223,0,15,0,0,-15
2406,48,20261.98547051874,0.07900827630159614,0,49,0,0,-49
2407,21,29227.476149908216,0.02118921916543901,1,280,5469,1831,7020
2408,27,20297.12002680005,0.09016225972149969,1,158,9322,1483,10647
2409,25,53888.63959227635,0.621335020196603,0,64,0,0,-64
2410,50,30874.88791551318,0.003918466365350013,1,632,9336,1573,10277
2411,74,23993.07149077804,0.04483000960115774,1,136,12770,2366,15000
2412,39,28003.959290420556,0.24506476708032807,1,717,39641,3077,42001
2413,21,40283.6931842832,0.1496989744265669,1,664,14939,2211,16486
2414,70,24732.313858524634,0.021096843352092266,1,53,5956,1374,7277
2415,45,26615.241113440043,0.08351068295660666,1,396,6476,1604,7684
2416,25,24387.602568902825,0.20157703277508102,1,376,7497,1741,8862
2417,21,39048.53675006212,0.03045751546411695,1,95,11957,1385,13247
2418,25,35049.73271092645,0.308509949629711,0,42,0,0,-42
2419,40,23651.734636808585,0.01755427065604468,1,582,9939,1710,11067
2420,39,21240.96069428012,0.02956661494573937,1,152,11415,2004,13267
2421,18,31592.410872771314,0.02885519783351734,1,1030,9837,1348,10155
2422,50,20261.56244032265,0.12857077195354677,1,402,14326,1612,15536
2423,35,26645.968069567483,0.4220842923094259,1,104,6489,1426,7811
2424,56,41133.670889595414,0.06457160159860875,0,18,0,0,-18
2425,23,21288.05490614679,0.00995342179244811,1,560,32642,1519,33601
2426,32,26170.574121031095,0.16494220038373075,1,862,5540,2595,7273
2427,50,22586.933483458415,0.09713923903445644,1,832,24754,1349,25271
2428,52,28036.715753369554,0.018686158338003984,1,136,6793,1895,8552
2429,71,20639.523756287,0.027796749997784503,1,350,6062,1427,7139
2430,19,24124.066341284135,0.06554753688075204,0,89,0,0,-89
2431,28,26685.739047127274,0.03064920366785024,1,123,6297,1348,7522
2432,30,51903.33762430849,0.1151455814991623,1,698,8953,1617,9872
2433,27,24144.14482213319,0.2794206527625202,1,111,5397,1853,7139
2434,38,40671.4012631856,0.06750525147869613,1,154,6590,1626,8062
2435,34,22841.512526370312,0.04392667847939753,1,855,6918,3981,10044
2436,40,23018.690615481297,0.02173337546309924,1,870,6315,1532,6977
2437,41,20106.292513490345,0.4008097978833295,1,1141,12525,2146,13530
2438,21,30969.464948041594,0.03991334670212183,1,875,5303,1546,5974
2439,18,21776.80100255317,0.4037930643132017,0,28,0,0,-28
2440,22,202183.97243033678,0.04978840590914448,1,361,11699,1393,12731
2441,25,44225.084778576624,0.13592510852227715,1,1025,7617,1337,7929
2442,65,28585.6632768388,0.32164653460199377,0,44,0,0,-44
2443,24,24785.24536204334,0.266583604238148,1,462,16501,4512,20551
2444,75,42308.42057373676,0.03588158865855894,0,71,0,0,-71
2445,20,20875.41374231181,0.27828408427540713,1,781,5606,1658,6483
2446,35,21170.060304246632,0.10872457704433305,0,164,0,0,-164
2447,29,29136.127762312153,0.07879565504710855,1,891,8548,1460,9117
2448,24,21069.764760163973,0.10447131276730326,0,14,0,0,-14
2449,19,23464.701678950598,0.2019794499631781,1,693,5446,1842,6595
2450,45,49597.64350802096,0.009766800196719598,1,2089,5533,1921,5365
2451,43,43852.083614355346,0.07576219859049338,1,1817,6514,1992,6689
2452,69,30488.360662732866,0.004430018411493214,1,1417,8781,1334,8698
2453,25,29534.646379190326,0.0717141635960346,0,32,0,0,-32
2454,20,31715.847811269727,0.029363417852819197,1,610,5684,2396,7470
2455,50,21979.819460609393,0.035186851616663455,0,16,0,0,-16
2456,19,49289.33201568001,0.07926012063007633,1,1119,8864,1470,9215
2457,28,20739.808607763807,0.001156491421576104,1,460,5650,1929,7119
2458,56,29968.095701554612,0.03122959432748453,0,89,0,0,-89
2459,27,21195.415600446977,0.06989806717257824,1,351,8045,1503,9197
2460,55,23115.261800086184,0.09358084752867588,1,135,7795,2173,9833
2461,51,23214.974096510516,0.14029429554683254,1,264,6213,1407,7356
2462,29,21315.858350960316,0.08335834391761182,0,11,0,0,-11
2463,38,30104.648795409557,0.018219771377503198,1,252,5989,1345,7082
2464,49,21062.268824927996,0.10806839328492669,0,2,0,0,-2
2465,39,20494.5030667916,0.2166249302897723,1,120,6924,1422,8226
2466,38,21076.67654269767,0.09757811332225236,1,379,6784,1734,8139
2467,33,24938.38967719315,0.01673453634223509,1,907,8669,2165,9927
2468,43,26168.0902931329,0.29186929671231077,0,3,0,0,-3
2469,48,41690.00076915159,0.053515237718446365,1,156,5540,1475,6859
2470,24,21072.827642645825,0.3346113760009624,1,608,6454,1494,7340
2471,27,47109.21455476726,0.012912822136207161,1,597,9192,1368,9963
2472,39,24952.14103372235,0.1543494704528178,1,65,10929,1442,12306
2473,22,45000.026262705425,0.1216784040503995,0,11,0,0,-11
2474,49,85958.03222563467,0.13058883899870322,1,176,7707,1907,9438
2475,63,25995.56476364153,0.015409329796208137,1,315,5500,2854,8039
2476,70,20217.982690080564,0.22833000714856,1,1010,5601,1442,6033
2477,36,77519.19676088529,0.06044415612577173,1,99,5591,3089,8581
2478,61,24027.34737946511,0.07770143507128491,1,1026,14860,1370,15204
2479,24,23912.11446066694,0.12795931855869977,1,576,7695,1483,8602
2480,61,60289.67872005358,0.082490495957008,1,302,5863,1914,7475
2481,43,33001.27326683696,0.05181615915502813,1,361,14839,1468,15946
2482,42,28676.750053025564,0.004356360483400221,1,1673,6698,1520,6545
2483,27,20140.495803821297,0.20109416133445654,0,65,0,0,-65
2484,19,36776.226070478166,0.02040014911140234,1,85,6816,1950,8681
2485,63,20180.96293963428,0.06233989337602015,0,39,0,0,-39
2486,23,73853.90733388433,0.09463702271387259,1,179,32270,1333,33424
2487,60,38002.03214751094,0.19871709164320356,1,375,7041,2956,9622
2488,63,43305.08785325778,0.15171921322134135,0,69,0,0,-69
2489,58,27390.675252688754,0.018930188505838275,1,157,13582,1466,14891
2490,30,20831.268567806997,0.10040199086144518,1,420,5568,1381,6529
2491,36,20440.56505262298,0.10796327748999165,1,483,6394,1420,7331
2492,40,22040.583509861324,0.06834584027490645,1,382,17092,1670,18380
2493,69,39096.5451480479,0.15976102794235203,1,897,7824,3797,10724
2494,58,51825.82949523014,0.13507503170508198,1,976,9838,1376,10238
2495,19,28170.567627984867,0.04027904036018875,1,100,6429,1659,7988
2496,43,25981.633669594034,0.09843893924028024,1,1317,6589,1741,7013
2497,26,39751.476165678556,0.10764340322711223,1,315,7783,1701,9169
2498,65,23635.640457093636,0.04089002030736722,1,64,5366,1699,7001
2499,66,23728.530564629633,0.4656351278786856,0,49,0,0,-49
2500,53,26284.52406977045,0.06114389225563829,1,1608,7327,3173,8892
2501,26,30391.53895864248,0.10155479874382994,0,24,0,0,-24
2502,28,43883.75685506895,0.29172767592874005,0,8,0,0,-8
2503,18,29630.179388002794,0.21191488735354239,1,86,10318,2066,12298
2504,64,46582.27150097149,0.09760131263661563,1,75,8823,1378,10126
2505,46,22671.739166787596,0.22432752717996135,0,65,0,0,-65
2506,50,26977.528449762514,0.0023514560685269498,0,50,0,0,-50
2507,39,22353.56519195499,0.3229928626148657,0,2,0,0,-2
2508,35,85227.787209158,0.06205875046075448,1,21,6164,1343,7486
2509,18,22027.089878563496,0.2516645523740276,0,78,0,0,-78
2510,29,21117.2396269325,0.049120105239038134,1,421,6085,3028,8692
2511,18,23373.530853013246,0.30178667217480565,1,1416,5821,1380,5785
2512,64,33217.733444342004,0.13077732879477286,1,442,12896,1642,14096
2513,19,21290.96563714021,0.08993806008916297,1,1008,5333,1339,5664
2514,29,21583.94384517597,0.08528808761456115,1,53,19364,1488,20799
2515,25,25943.373785497566,0.10174144006299154,1,836,11612,1674,12450
2516,23,68286.84652781999,0.13302531502044213,1,1392,9295,1889,9792
2517,51,52571.31444771034,0.4469006172716685,0,110,0,0,-110
2518,57,25935.245171399303,0.03620535880105421,0,15,0,0,-15
2519,30,33092.39162433756,0.12070712747763164,1,1156,5544,1674,6062
2520,42,26258.47928403485,0.1577714169734644,0,0,0,0,0
2521,25,28668.23300943803,0.22466736816317218,1,310,10138,1799,11627
2522,70,55113.848606152584,0.2655107676250105,1,955,7091,1655,7791
2523,71,22370.936009611713,0.05560370414596847,1,803,5755,4402,9354
2524,31,20867.656484877887,0.21346540915851814,0,64,0,0,-64
2525,26,27640.14653590024,0.12085262298743658,1,155,6073,1651,7569
2526,38,27020.76146548237,0.019467608784593735,1,2112,10719,1445,10052
2527,66,21524.996317459074,0.01635925674567749,1,678,8698,2986,11006
2528,32,20324.904106448303,0.08753463864800021,1,1239,11746,4010,14517
2529,73,21121.25384754631,0.18733292631589188,1,173,11538,1845,13210
2530,25,38628.974148373156,0.13719822550737784,0,37,0,0,-37
2531,29,27977.928689582375,0.3518484253428006,1,151,5813,2541,8203
2532,35,21934.189808396837,0.25992270984695337,1,887,8186,3172,10471
2533,41,31323.42127577074,0.22070351701292729,0,12,0,0,-12
2534,43,46226.874608603976,0.017011148725944635,1,1336,16065,1508,16237
2535,47,30585.15165697244,0.03180736997332336,0,23,0,0,-23
2536,23,20725.70720155194,0.2855006759061578,1,440,14864,1761,16185
2537,20,119822.15881918576,0.3784959450468973,0,97,0,0,-97
2538,41,20464.23316918789,0.15029159684977,0,38,0,0,-38
2539,28,22781.905344047875,0.009659466267186851,1,925,6150,3206,8431
2540,47,23657.45582533289,0.022506925371330713,1,900,6166,1526,6792
2541,40,21528.45056236297,0.12250512894666142,1,98,10684,2177,12763
2542,62,21310.61954542525,0.2389688731216123,1,311,6233,1413,7335
2543,29,21374.675865473106,0.0844967941888475,1,1248,8579,2252,9583
2544,72,21136.16588073634,0.15704485480445343,1,186,14268,1367,15449
2545,65,37420.35771732156,0.12414855599505696,0,32,0,0,-32
2546,59,48308.61737567315,0.1510883271698156,1,931,25102,1498,25669
2547,49,21319.66878305992,0.02764761098316695,1,92,7803,1627,9338
2548,59,21778.57331491595,0.04103711039015969,1,57,7926,2389,10258
2549,18,43921.2004541235,0.0672904951657419,0,0,0,0,0
2550,23,53176.46320267357,0.21043760508589113,1,1352,5510,1511,5669
2551,21,26722.67259779766,0.07524113474895193,0,37,0,0,-37
2552,22,47376.45559308624,0.006841013057501304,0,58,0,0,-58
2553,70,24862.418662260676,0.033746970323155934,1,111,18262,1411,19562
2554,28,22427.98770402714,0.09632847048768879,0,61,0,0,-61
2555,70,32075.474932983896,0.07820382856749152,1,1044,5690,1807,6453
2556,44,36329.165062087355,0.10414228907587507,1,2130,6914,1465,6249
2557,74,26547.545639731758,0.21695249026839697,1,2650,5735,2085,5170
2558,41,25852.42823681266,0.028463226128306637,1,918,5444,1561,6087
2559,41,32751.22265824132,0.027226709888671565,0,52,0,0,-52
2560,28,28489.518088867055,0.12284893513209043,1,239,6076,1869,7706
2561,34,29768.804949068697,0.09157497528504352,1,607,10199,1619,11211
2562,27,69590.61437150082,0.0550623003429934,1,699,7596,1475,8372
2563,21,23491.728345191455,0.3456982440123675,1,78,10478,1502,11902
2564,24,63603.86278328051,0.0557273692286308,1,57,5421,1447,6811
2565,47,23523.7975974868,0.29650134007002066,0,26,0,0,-26
2566,52,22340.132168495824,0.16855221463250925,1,401,10580,1832,12011
2567,21,40973.13029160841,0.20290591388905718,1,489,6412,1755,7678
2568,42,23102.12867413993,0.13342057759600032,1,940,6772,1584,7416
2569,53,34945.69776952403,0.12897974884707408,1,425,6146,1494,7215
2570,50,28849.79285315632,0.11306348119462344,1,246,5508,1372,6634
2571,18,21853.39303209613,0.1252280162833562,1,157,5957,2682,8482
2572,71,33728.55655421376,0.2309060294193476,1,484,57957,1613,59086
2573,22,22831.7571201801,0.006346256254601779,1,622,6313,2651,8342
2574,57,23043.359064906646,0.21862634059849853,1,1022,5703,1510,6191
2575,62,20476.215519467096,0.038977240360606805,1,178,8341,1608,9771
2576,75,28585.68328583784,0.13283850039222447,1,321,7008,1741,8428
2577,22,21780.91033916419,0.0936146229655371,0,29,0,0,-29
2578,38,39539.58933167153,0.10901217378059662,1,2,8288,1886,10172
2579,24,25180.379321487373,0.031167436497335936,1,281,5379,1926,7024
2580,28,44961.70247181591,0.06323959140334742,0,122,0,0,-122
2581,24,31967.82889987554,0.05153538426186295,1,109,5550,1720,7161
2582,36,41299.83880115837,0.2459665943472312,1,1568,5837,1430,5699
2583,18,20890.77443658288,0.06916204760538092,1,3086,5666,8637,11217
2584,33,20814.63945395233,0.008851559552585667,1,194,11466,1423,12695
2585,55,22247.53069626026,0.09509251037308812,1,2986,5816,2350,5180
2586,32,72596.77330031032,0.10317756646284873,1,397,13403,3126,16132
2587,55,22085.343902335586,0.35621755929266824,1,515,5978,1470,6933
2588,33,25498.360027457475,0.02789624542929644,1,216,16636,1452,17872
2589,32,21520.397091932107,0.05918821944550223,1,231,32182,1789,33740
2590,36,44515.322908503156,0.0667400373834935,1,316,5979,4610,10273
2591,29,42834.48290972956,0.11063434007154199,0,64,0,0,-64
2592,27,21508.732483712407,0.1630638295811537,1,860,6809,1532,7481
2593,70,33569.45773995862,0.14053099526423338,1,182,5535,1518,6871
2594,25,37266.34168263645,0.03151795781760877,1,262,8128,1582,9448
2595,27,27325.151135449476,0.19247649325987323,1,615,6186,2741,8312
2596,31,40942.93111713282,0.12608363841724227,1,290,5249,1758,6717
2597,19,71306.74826873832,0.08079929990721785,0,125,0,0,-125
2598,37,48592.416370957966,0.13033444150943035,1,781,12211,2401,13831
2599,25,24200.074386385713,0.026764485362896807,1,990,5478,1411,5899
2600,33,27992.870617010598,0.13187408798878966,0,16,0,0,-16
2601,75,22128.521487061073,0.01701184887535165,1,1307,6342,2094,7129
2602,28,34358.02810711606,0.05273553494457238,1,228,5243,1868,6883
2603,54,20672.875051812098,0.144011326634758,1,350,7399,1669,8718
2604,61,33672.09912757652,0.17313704716269718,1,334,6231,2270,8167
2605,45,109702.64325146256,0.29448276052670574,0,67,0,0,-67
2606,28,20143.731000814434,0.11437523678354851,0,48,0,0,-48
2607,34,21625.496953077338,0.06608657233366554,1,352,5373,1562,6583
2608,53,21006.398962628853,0.14472366543348852,1,63,8060,2306,10303
2609,66,31769.84656292256,0.35007172847719137,0,32,0,0,-32
2610,21,20170.19289016943,0.05955020487714484,1,299,12281,2264,14246
2611,45,27187.696621300864,0.017987778566466692,1,1772,11290,1458,10976
2612,21,25185.56480929658,0.023412492156256598,1,1032,7257,2451,8676
2613,47,21980.43854876045,0.12199517734163849,1,222,12781,1667,14226
2614,33,58638.162141012406,0.11925347212489588,1,365,5804,2072,7511
2615,30,21053.45845249634,0.03682297734166283,0,3,0,0,-3
2616,65,20338.004279465167,0.201959616575383,0,1,0,0,-1
2617,26,36273.03476597803,0.43103112928218934,1,52,7204,1652,8804
2618,51,28230.99637476644,0.04648784816562715,0,75,0,0,-75
2619,32,27519.639735939072,0.030948607472293332,1,584,7448,1718,8582
2620,32,31153.744532775778,0.023514317945283518,0,33,0,0,-33
2621,42,34315.69534040854,0.11712187495326717,1,174,84611,2526,86963
2622,32,29453.049215820167,0.20186673683406187,1,76,13572,2070,15566
2623,40,29167.150170595847,0.2344764094687019,1,992,5396,1492,5896
2624,18,29268.72526735516,0.07277501795409615,1,184,6513,1497,7826
2625,65,23178.812068618052,0.04832840037983026,1,195,12331,2148,14284
2626,34,33785.68297150122,0.04625803982914207,0,132,0,0,-132
2627,27,28334.458950084663,0.04939185051143652,0,38,0,0,-38
2628,50,32501.06342567802,0.16107950940192572,1,167,11107,1523,12463
2629,18,23746.61422423966,0.021142951982199638,1,682,5250,1380,5948
2630,44,48377.30468233925,0.1719398174441976,1,538,6024,1960,7446
2631,19,81770.75817102271,0.01907742352562935,1,62,20328,1510,21776
2632,26,44760.63263577595,0.07791575843377821,1,838,8029,2367,9558
2633,34,20921.142208924975,0.20798532483007262,1,273,9014,1388,10129
2634,49,101078.14748936286,0.03435061683469304,1,1160,6876,2398,8114
2635,24,35675.44049769439,0.01328782439937457,1,391,13196,6438,19243
2636,53,20244.690271374504,0.3153979779114825,0,40,0,0,-40
2637,52,20202.407759211612,0.0356390292584601,1,969,6279,2554,7864
2638,28,26171.31874891551,0.09624234345257689,1,31,6240,1914,8123
2639,50,38683.303299391875,0.01673648247778108,0,15,0,0,-15
2640,29,21441.271915694084,0.07025222709705399,1,377,8508,1400,9531
2641,20,31159.04972254207,0.20728235689814725,0,5,0,0,-5
2642,30,28706.505259975962,0.18276498910449082,1,877,5531,1339,5993
2643,52,37507.65371488092,0.13894806147223807,0,63,0,0,-63
2644,62,29290.379405236235,0.5052776460404008,0,10,0,0,-10
2645,47,27968.48700809162,0.05704392939282689,1,881,5547,1428,6094
2646,42,20562.261944185768,0.025939519329638124,1,308,14239,1479,15410
2647,68,22432.412256855794,0.2856972349149585,1,560,7157,2144,8741
2648,47,21202.64144887684,0.013545628269197156,1,287,5687,1511,6911
2649,75,24328.695831284505,0.1958431362780682,1,463,5282,1649,6468
2650,35,28436.018715857157,0.31938935139126745,0,27,0,0,-27
2651,21,22339.480104431284,0.09935925537226593,1,126,9768,1418,11060
2652,20,22328.06396090857,0.30345579957251834,1,2251,5284,4507,7540
2653,50,24774.02507334913,0.11258708717213228,1,662,5718,1381,6437
2654,46,22019.767419936165,0.17435405236082507,1,1898,5753,1912,5767
2655,29,23856.343357469686,0.7081304699350792,0,5,0,0,-5
2656,44,24642.991197130767,0.04541970217330007,0,3,0,0,-3
2657,49,31060.74997062458,0.010677746623806912,1,41,5317,2235,7511
2658,21,21006.82639200823,0.11105645781093677,1,370,9826,1589,11045
2659,30,62428.7690407107,0.003815761481626341,1,766,10545,2630,12409
2660,74,29218.8329594421,0.15643291591371036,1,1139,5601,1810,6272
2661,35,23252.368320432233,0.11332004139699361,1,141,5858,5887,11604
2662,60,21069.19960597209,0.18997935597011262,0,4,0,0,-4
2663,35,32717.252062429157,0.005634537080894525,1,517,5780,1430,6693
2664,64,31316.652154038355,0.12731924028143024,0,14,0,0,-14
2665,38,22093.501005839626,0.26858160194777253,1,351,7158,2038,8845
2666,48,38564.167450627174,0.1652702515550429,1,366,5495,1598,6727
2667,20,38859.00230542671,0.06577463531289995,1,131,7400,1829,9098
2668,21,28553.11155606859,0.007370739836666531,1,576,8434,1479,9337
2669,47,29072.66611260612,0.5399357345003186,1,51,6331,1793,8073
2670,23,20752.464037986432,0.0933723725542818,1,541,6361,1505,7325
2671,62,24657.49479273499,0.05372125127976524,1,124,7756,2036,9668
2672,57,36221.50816037552,0.04404179426559281,1,877,9169,1905,10197
2673,44,21406.909535433224,0.05560816013985903,1,265,5890,1660,7285
2674,60,23643.847039429005,0.0772339559642882,1,579,8706,1400,9527
2675,46,26515.121028369966,0.07070970657210712,1,146,6721,3254,9829
2676,58,22409.47137175484,0.1507172128372556,1,55,7824,1358,9127
2677,32,31519.97713146241,0.2445932081922048,1,1009,15937,1346,16274
2678,73,20465.51310889371,0.0597003461719081,1,488,7624,1553,8689
2679,71,20106.673629199388,0.2197719486209979,1,333,5666,1583,6916
2680,56,22448.21445283384,0.0038803588373674514,0,33,0,0,-33
2681,46,41486.20826059438,0.039659830025814136,1,166,21559,2492,23885
2682,43,21875.082508211497,0.32188861728766593,0,5,0,0,-5
2683,38,21295.74925502375,0.011770397198709969,1,170,6311,1654,7795
2684,44,25845.697192169122,0.01230707502245304,1,335,5828,1522,7015
2685,19,21541.810280304802,0.0750128623542818,1,39,5509,1388,6858
2686,39,22290.039809555896,0.11878731127852762,1,74,63343,1359,64628
2687,50,28085.449344270713,0.06416056420701065,0,10,0,0,-10
2688,22,22804.056435134433,0.11213415922323297,1,98,12096,1493,13491
2689,68,21754.698090500326,0.13111964223675995,1,314,8083,1695,9464
2690,47,22756.575833188435,0.2650597287605217,1,862,5639,2795,7572
2691,41,25133.392153777724,0.1406681220690672,1,504,14591,2187,16274
2692,57,39621.308676279376,0.06653141269696515,1,767,6476,1382,7091
2693,26,49500.142446227794,0.10886442217730541,0,56,0,0,-56
2694,61,20399.26933306531,0.04666796720936975,1,828,8240,2561,9973
2695,19,67540.53581023151,0.028233725993652356,0,40,0,0,-40
2696,21,29667.09844503646,0.01672664230425174,0,47,0,0,-47
2697,33,24000.891528539174,0.06726659719973496,1,475,11218,3325,14068
2698,22,26402.944709550105,0.03584393519233294,1,90,7801,1362,9073
2699,62,23840.77301294576,0.20812463694386366,1,1112,30988,1407,31283
2700,55,24714.566072324254,0.2171938976790921,1,683,5875,1637,6829
2701,20,20813.470393437554,0.03774685763287417,0,132,0,0,-132
2702,27,20507.247922449886,0.06909189881107394,1,211,6185,1831,7805
2703,34,22657.88843513605,0.4751743798674319,0,10,0,0,-10
2704,41,23440.053828755186,0.007250684852220653,1,121,13202,1960,15041
2705,66,24460.319711783293,0.005409858355201345,1,261,5806,1360,6905
2706,28,20375.226453588075,0.3441972782323483,1,721,8454,1554,9287
2707,46,37627.46767195811,0.12828829076235604,1,335,5704,2858,8227
2708,73,25394.549779924586,0.06558256428359766,1,564,15549,1541,16526
2709,18,29203.947688197368,0.12228776316325575,1,487,12561,2941,15015
2710,28,27903.131116020075,0.009525809253703362,1,382,8233,1727,9578
2711,55,37028.27451307216,0.0393829630236224,0,61,0,0,-61
2712,47,53538.17116751849,0.10873604316370554,1,619,12876,1557,13814
2713,49,20308.235811421215,0.009098966914635829,1,240,5252,2690,7702
2714,31,30595.634551313276,0.0033827439626603374,1,440,5935,1659,7154
2715,29,25590.63407829204,0.11648756146579767,1,1255,5271,1457,5473
2716,33,24973.027912534595,0.06722732279092479,0,84,0,0,-84
2717,37,55543.20460898158,0.0523070914642602,0,47,0,0,-47
2718,45,45033.38428661416,0.10939748813479665,0,7,0,0,-7
2719,41,28824.197346912453,0.11686331557292107,1,1412,5328,3789,7705
2720,22,21841.56519904171,0.0015306360417744434,1,681,6869,1856,8044
2721,73,21903.308786655987,0.0759868029339525,1,150,7185,1861,8896
2722,43,72519.5748922334,0.20637587584057882,1,387,6027,1722,7362
2723,44,43215.37488515969,0.208695949859378,1,1134,8289,4229,11384
2724,32,24994.193298919407,0.029971996421257963,1,202,8042,2276,10116
2725,36,22144.29964756099,0.1129561319828893,1,242,11146,1439,12343
2726,20,23016.683087917623,0.13031739527681901,0,64,0,0,-64
2727,42,24948.811081638563,0.012722593077444751,1,71,7367,2113,9409
2728,50,36195.1005257878,0.07200472914979134,0,73,0,0,-73
2729,57,28577.731350153805,0.14036413052879704,1,417,27121,2013,28717
2730,42,35993.4019475363,0.12267608438268417,0,94,0,0,-94
2731,39,56834.398401180144,0.052332468550295316,1,235,56274,1578,57617
2732,32,25016.75723850028,0.07494581597140511,1,142,13763,1651,15272
2733,44,21047.709284103938,0.3328751351989937,0,19,0,0,-19
2734,63,28446.092496678044,0.34808523049411044,0,39,0,0,-39
2735,74,21411.372193976236,0.03696471319070814,1,332,9126,1526,10320
2736,28,29559.436427290217,0.09332125512880511,1,647,13847,1579,14779
2737,27,43202.63552258482,0.009279401853978762,1,99,7890,1444,9235
2738,24,24865.728051852875,0.16831006786950273,1,881,62394,1578,63091
2739,18,20243.30168613438,0.12240492142744357,1,2602,5583,1503,4484
2740,23,21136.75557798844,0.19065393291678703,1,195,5823,1729,7357
2741,56,23350.235045087225,0.019061425067148967,1,1704,6844,1821,6961
2742,41,20779.858284504968,0.04428838324565276,0,70,0,0,-70
2743,32,27942.395824704556,0.347590662780864,0,43,0,0,-43
2744,18,20248.065399655636,0.052227154924111105,1,264,56289,2805,58830
2745,44,38016.72445926332,0.1505015010731632,1,1220,7953,1373,8106
2746,59,24573.04700484271,0.28725542805870646,0,43,0,0,-43
2747,21,20062.99590426999,0.15854508824656272,1,331,5889,1830,7388
2748,70,39046.990272490875,0.1699959201153294,1,43,7758,1374,9089
2749,24,26203.86059575784,0.07192449142406937,0,78,0,0,-78
2750,39,39681.212970028435,0.22102610155412125,1,125,7833,1389,9097
2751,56,21916.564833531385,0.14645372847045945,1,542,7393,1588,8439
2752,24,22886.88097198849,0.015085997837349263,1,1263,6982,1826,7545
