ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
4870,1,0,22,0,-22
4871,0,0,35,0,-35
4872,0,0,36,0,-36
4873,0,0,44,0,-44
4874,1,1,722,1211,489
4875,1,0,131,0,-131
4876,1,1,1174,1817,643
4877,1,1,76,1224,1148
4878,1,1,687,3787,3100
4879,1,1,362,1272,910
4880,1,1,567,1290,723
4881,0,0,41,0,-41
4882,1,1,160,1318,1158
4883,0,0,34,0,-34
4884,1,1,248,1420,1172
4885,1,1,209,1420,1211
4886,1,1,113,3243,3130
4887,1,1,63,1266,1203
4888,0,0,103,0,-103
4889,0,0,96,0,-96
4890,1,0,12,0,-12
4891,0,0,145,0,-145
4892,1,0,57,0,-57
4893,0,0,23,0,-23
4894,1,0,39,0,-39
4895,1,0,10,0,-10
4896,0,0,16,0,-16
4897,0,0,24,0,-24
4898,1,0,264,0,-264
4899,1,1,349,1346,997
4900,1,0,3,0,-3
4901,1,1,206,1205,999
4902,1,1,779,1324,545
4903,0,0,7,0,-7
4904,1,0,18,0,-18
4905,1,1,227,1311,1084
4906,1,0,35,0,-35
4907,1,1,432,2152,1720
4908,0,0,14,0,-14
4909,0,0,3,0,-3
4910,1,0,14,0,-14
4911,1,1,56,2392,2336
4912,1,1,201,1554,1353
4913,0,0,70,0,-70
4914,0,0,30,0,-30
4915,0,0,46,0,-46
4916,1,1,286,1247,961
4917,0,0,43,0,-43
4918,1,0,4,0,-4
4919,0,0,80,0,-80
4920,1,0,69,0,-69
4921,1,1,553,1605,1052
4922,1,0,39,0,-39
4923,1,1,1489,1213,-276
4924,0,0,1,0,-1
4925,0,0,18,0,-18
4926,1,1,482,2219,1737
4927,1,1,91,1786,1695
4928,1,1,261,1455,1194
4929,0,0,6,0,-6
4930,0,0,87,0,-87
4931,0,0,6,0,-6
4932,0,0,29,0,-29
4933,0,0,88,0,-88
4934,1,1,2832,1306,-1526
4935,0,0,27,0,-27
4936,0,0,28,0,-28
4937,1,1,312,1285,973
4938,1,0,119,0,-119
4939,0,0,189,0,-189
4940,0,0,61,0,-61
4941,1,0,46,0,-46
4942,0,0,361,0,-361
4943,1,1,254,1978,1724
4944,1,0,52,0,-52
4945,1,1,94,1220,1126
4946,0,0,37,0,-37
4947,1,1,56,1294,1238
4948,1,0,4,0,-4
4949,0,0,6,0,-6
4950,1,1,640,1398,758
4951,1,1,151,1521,1370
4952,1,1,567,1634,1067
4953,0,0,7,0,-7
4954,0,0,95,0,-95
4955,1,1,1256,1248,-8
4956,1,1,123,2114,1991
4957,0,0,32,0,-32
4958,1,1,1151,1478,327
4959,1,0,29,0,-29
4960,1,1,78,1382,1304
4961,1,1,418,1270,852
4962,1,0,41,0,-41
4963,1,0,11,0,-11
4964,0,0,40,0,-40
4965,0,0,148,0,-148
4966,0,0,24,0,-24
4967,1,1,679,1274,595
4968,1,1,339,1274,935
4969,1,0,29,0,-29
4970,0,0,3,0,-3
4971,0,0,55,0,-55
4972,1,1,913,1214,301
4973,0,0,18,0,-18
4974,0,0,12,0,-12
4975,1,0,11,0,-11
4976,1,0,59,0,-59
4977,0,0,27,0,-27
4978,1,0,63,0,-63
4979,0,0,11,0,-11
4980,1,0,89,0,-89
4981,1,0,54,0,-54
4982,1,0,22,0,-22
4983,1,1,1263,1405,142
4984,0,0,51,0,-51
4985,0,0,26,0,-26
4986,1,1,517,4891,4374
4987,1,1,662,1317,655
4988,0,0,28,0,-28
4989,0,0,14,0,-14
4990,1,1,382,1202,820
4991,0,0,30,0,-30
4992,1,1,1214,1207,-7
4993,1,0,39,0,-39
4994,0,0,21,0,-21
4995,1,0,103,0,-103
4996,1,0,80,0,-80
4997,0,0,12,0,-12
4998,1,0,0,0,0
4999,1,0,16,0,-16
5000,1,1,928,1315,387
5001,1,1,528,1533,1005
5002,1,1,44,1303,1259
5003,0,0,70,0,-70
5004,1,1,433,1252,819
5005,1,1,263,2618,2355
5006,1,0,44,0,-44
5007,1,0,55,0,-55
5008,0,0,65,0,-65
5009,0,0,30,0,-30
5010,1,0,88,0,-88
5011,0,0,83,0,-83
5012,0,0,56,0,-56
5013,1,0,29,0,-29
5014,1,1,173,1398,1225
5015,1,0,13,0,-13
5016,0,0,40,0,-40
5017,1,0,12,0,-12
5018,0,0,0,0,0
5019,0,0,173,0,-173
5020,1,1,3106,1526,-1580
5021,1,1,526,1243,717
5022,0,0,4,0,-4
5023,1,1,400,1247,847
5024,1,1,730,1346,616
5025,1,1,630,1421,791
5026,1,0,19,0,-19
5027,1,0,86,0,-86
5028,1,0,68,0,-68
5029,0,0,168,0,-168
5030,1,1,651,1246,595
5031,1,1,166,1908,1742
5032,1,0,39,0,-39
5033,0,0,46,0,-46
5034,1,0,74,0,-74
5035,1,0,4,0,-4
5036,0,0,97,0,-97
5037,1,0,123,0,-123
5038,1,1,214,1673,1459
5039,0,0,28,0,-28
5040,0,0,19,0,-19
5041,0,0,55,0,-55
5042,1,0,98,0,-98
5043,1,0,1,0,-1
5044,0,0,17,0,-17
5045,1,0,31,0,-31
5046,1,1,293,1942,1649
5047,1,0,58,0,-58
5048,0,0,28,0,-28
5049,1,1,195,1283,1088
5050,0,0,13,0,-13
5051,1,0,49,0,-49
5052,1,1,1110,1950,840
5053,1,1,65,1296,1231
5054,0,0,31,0,-31
5055,1,1,90,1385,1295
5056,1,0,43,0,-43
5057,0,0,57,0,-57
5058,1,0,27,0,-27
5059,0,0,19,0,-19
5060,1,1,1716,1501,-215
5061,0,0,132,0,-132
5062,1,0,3,0,-3
5063,1,1,224,1317,1093
5064,1,1,453,1295,842
5065,0,0,8,0,-8
5066,1,0,62,0,-62
5067,0,0,14,0,-14
5068,1,1,203,1700,1497
5069,0,0,119,0,-119
5070,1,0,5,0,-5
5071,1,0,42,0,-42
5072,1,1,136,1230,1094
5073,1,0,65,0,-65
5074,0,0,40,0,-40
5075,1,1,593,3089,2496
5076,1,1,420,1787,1367
5077,1,1,965,1219,254
5078,1,1,804,1808,1004
5079,0,0,25,0,-25
5080,1,0,40,0,-40
5081,0,0,10,0,-10
5082,1,0,51,0,-51
5083,1,0,66,0,-66
5084,0,0,51,0,-51
5085,1,0,47,0,-47
5086,0,0,25,0,-25
5087,1,1,1143,1453,310
5088,1,1,77,1225,1148
5089,1,1,251,2110,1859
5090,1,1,1499,1967,468
5091,1,0,46,0,-46
5092,0,0,14,0,-14
5093,1,1,103,1303,1200
5094,0,0,3,0,-3
5095,1,1,795,2042,1247
5096,1,0,81,0,-81
5097,1,1,648,1299,651
5098,1,1,696,1783,1087
5099,1,0,22,0,-22
5100,0,0,42,0,-42
5101,1,0,8,0,-8
5102,0,0,16,0,-16
5103,1,0,37,0,-37
5104,0,0,9,0,-9
5105,1,1,369,1230,861
5106,1,0,48,0,-48
5107,0,0,25,0,-25
5108,0,0,26,0,-26
5109,0,0,25,0,-25
5110,1,0,59,0,-59
5111,0,0,6,0,-6
5112,1,0,13,0,-13
5113,1,0,6,0,-6
5114,0,0,11,0,-11
5115,0,0,36,0,-36
5116,1,1,145,1462,1317
5117,1,1,1110,1278,168
5118,0,0,30,0,-30
5119,0,0,34,0,-34
5120,1,0,2,0,-2
5121,0,0,27,0,-27
5122,0,0,68,0,-68
5123,0,0,15,0,-15
5124,1,0,5,0,-5
5125,1,1,80,1614,1534
5126,1,1,1525,1269,-256
5127,1,0,16,0,-16
5128,1,0,37,0,-37
5129,1,0,64,0,-64
5130,0,0,15,0,-15
5131,0,0,134,0,-134
5132,1,0,24,0,-24
5133,1,1,656,2019,1363
5134,1,0,2,0,-2
5135,0,0,154,0,-154
5136,1,0,58,0,-58
5137,1,1,55,1573,1518
5138,1,1,890,1284,394
5139,1,1,479,1320,841
5140,0,0,7,0,-7
5141,1,0,47,0,-47
5142,0,0,40,0,-40
5143,0,0,2,0,-2
5144,1,0,1,0,-1
5145,1,1,352,1525,1173
5146,1,1,151,1200,1049
5147,1,1,171,2246,2075
5148,0,0,8,0,-8
5149,1,0,3,0,-3
5150,0,0,120,0,-120
5151,1,0,8,0,-8
5152,0,0,22,0,-22
5153,1,1,159,1261,1102
5154,0,0,32,0,-32
5155,1,1,309,1210,901
5156,0,0,0,0,0
5157,1,1,666,1746,1080
5158,1,0,20,0,-20
5159,1,0,50,0,-50
5160,1,1,14,1739,1725
5161,1,1,403,1296,893
5162,0,0,13,0,-13
5163,1,1,163,1874,1711
5164,1,1,152,1258,1106
5165,1,1,55,1476,1421
5166,1,1,62,1239,1177
5167,0,0,40,0,-40
5168,1,0,36,0,-36
5169,1,1,332,1709,1377
5170,0,0,275,0,-275
5171,1,1,390,1339,949
5172,0,0,68,0,-68
5173,1,0,12,0,-12
5174,0,0,10,0,-10
5175,0,0,85,0,-85
5176,1,1,91,1350,1259
5177,0,0,19,0,-19
5178,0,0,76,0,-76
5179,1,1,163,1433,1270
5180,1,0,1,0,-1
5181,1,1,1103,1512,409
5182,0,0,91,0,-91
5183,1,0,39,0,-39
5184,0,0,42,0,-42
5185,1,0,24,0,-24
5186,1,0,133,0,-133
5187,0,0,106,0,-106
5188,1,0,218,0,-218
5189,0,0,10,0,-10
5190,1,1,79,1400,1321
5191,1,1,212,1371,1159
5192,1,0,125,0,-125
5193,0,0,205,0,-205
5194,0,0,61,0,-61
5195,1,0,7,0,-7
5196,1,0,4,0,-4
5197,1,1,340,1273,933
5198,0,0,24,0,-24
5199,0,0,39,0,-39
5200,1,0,78,0,-78
5201,0,0,6,0,-6
5202,1,1,378,1612,1234
5203,1,0,66,0,-66
5204,1,0,148,0,-148
5205,1,0,71,0,-71
5206,0,0,80,0,-80
5207,1,1,644,1252,608
5208,1,1,596,1312,716
5209,1,0,35,0,-35
5210,0,0,16,0,-16
5211,1,0,19,0,-19
5212,0,0,21,0,-21
5213,1,0,8,0,-8
5214,1,0,36,0,-36
5215,1,1,827,1270,443
5216,1,0,41,0,-41
5217,0,0,61,0,-61
5218,1,1,1068,2924,1856
5219,1,1,1296,1763,467
5220,1,1,220,1494,1274
5221,0,0,19,0,-19
5222,0,0,8,0,-8
5223,0,0,0,0,0
5224,1,0,51,0,-51
5225,1,1,141,1353,1212
5226,1,1,502,1620,1118
5227,0,0,55,0,-55
5228,1,1,648,1353,705
5229,1,0,9,0,-9
5230,0,0,17,0,-17
5231,1,0,88,0,-88
5232,1,0,1,0,-1
5233,0,0,53,0,-53
5234,0,0,17,0,-17
5235,1,1,760,2433,1673
5236,1,0,62,0,-62
5237,0,0,42,0,-42
5238,1,1,236,1303,1067
5239,1,1,485,2160,1675
5240,0,0,29,0,-29
5241,0,0,96,0,-96
5242,0,0,21,0,-21
5243,0,0,16,0,-16
5244,1,1,79,1511,1432
5245,0,0,19,0,-19
5246,1,0,7,0,-7
5247,0,0,14,0,-14
5248,0,0,22,0,-22
5249,1,1,907,1669,762
5250,1,1,736,1667,931
5251,1,0,22,0,-22
5252,0,0,23,0,-23
5253,0,0,46,0,-46
5254,0,0,9,0,-9
5255,0,0,43,0,-43
5256,1,1,397,1208,811
5257,1,1,1301,1599,298
5258,1,1,559,1509,950
5259,0,0,57,0,-57
5260,1,0,21,0,-21
5261,0,0,5,0,-5
5262,1,0,2,0,-2
5263,0,0,26,0,-26
5264,0,0,95,0,-95
5265,0,0,64,0,-64
5266,1,0,71,0,-71
5267,1,0,30,0,-30
5268,0,0,18,0,-18
5269,1,1,173,1737,1564
5270,0,0,57,0,-57
5271,0,0,112,0,-112
5272,1,0,15,0,-15
5273,0,0,70,0,-70
5274,1,0,55,0,-55
5275,0,0,17,0,-17
5276,1,1,418,1292,874
5277,0,0,8,0,-8
5278,0,0,3,0,-3
5279,1,0,1,0,-1
5280,1,1,494,2422,1928
5281,1,0,30,0,-30
5282,1,1,93,1433,1340
5283,1,1,273,1456,1183
5284,1,0,7,0,-7
5285,1,0,50,0,-50
5286,1,1,1053,1506,453
5287,0,0,14,0,-14
5288,0,0,40,0,-40
5289,1,1,482,1373,891
5290,0,0,81,0,-81
5291,1,0,38,0,-38
5292,1,1,114,1456,1342
5293,1,0,13,0,-13
5294,0,0,3,0,-3
5295,0,0,21,0,-21
5296,0,0,29,0,-29
5297,0,0,110,0,-110
5298,1,0,10,0,-10
5299,1,1,644,1250,606
5300,1,0,3,0,-3
5301,1,1,45,1552,1507
5302,1,0,8,0,-8
5303,1,0,88,0,-88
5304,1,1,459,1241,782
5305,1,0,64,0,-64
5306,1,0,78,0,-78
5307,0,0,18,0,-18
5308,1,0,10,0,-10
5309,1,1,196,1508,1312
5310,0,0,1,0,-1
5311,1,1,359,1249,890
5312,0,0,39,0,-39
5313,1,1,1134,1920,786
5314,0,0,43,0,-43
5315,1,1,102,1447,1345
5316,1,0,46,0,-46
5317,0,0,23,0,-23
5318,1,1,489,1720,1231
5319,0,0,14,0,-14
5320,1,0,13,0,-13
5321,1,1,702,1221,519
5322,1,1,247,1372,1125
5323,0,0,10,0,-10
5324,0,0,32,0,-32
5325,0,0,49,0,-49
5326,1,1,165,1810,1645
5327,0,0,23,0,-23
5328,1,1,1153,1349,196
5329,0,0,21,0,-21
5330,1,0,91,0,-91
5331,0,0,17,0,-17
5332,0,0,32,0,-32
5333,1,0,7,0,-7
5334,1,0,2,0,-2
5335,1,1,327,1266,939
5336,1,1,275,2269,1994
5337,1,1,333,1305,972
5338,0,0,42,0,-42
5339,0,0,13,0,-13
5340,1,1,410,1549,1139
5341,0,0,9,0,-9
5342,0,0,23,0,-23
5343,1,0,32,0,-32
5344,1,1,140,1293,1153
5345,0,0,101,0,-101
5346,1,1,39,1343,1304
5347,1,1,57,1596,1539
5348,1,0,56,0,-56
5349,0,0,15,0,-15
5350,0,0,13,0,-13
5351,0,0,13,0,-13
5352,1,0,13,0,-13
5353,0,0,9,0,-9
5354,0,0,71,0,-71
5355,0,0,23,0,-23
5356,0,0,45,0,-45
5357,0,0,1,0,-1
5358,1,1,641,1306,665
5359,0,0,15,0,-15
5360,1,0,11,0,-11
5361,1,1,791,1534,743
5362,0,0,36,0,-36
5363,1,1,243,1224,981
5364,1,0,21,0,-21
5365,1,1,194,2084,1890
5366,1,0,45,0,-45
5367,1,1,286,2785,2499
5368,1,1,1131,2637,1506
5369,1,1,140,1349,1209
5370,1,1,1836,2404,568
5371,0,0,116,0,-116
5372,0,0,182,0,-182
5373,0,0,77,0,-77
5374,0,0,48,0,-48
5375,1,1,1504,1421,-83
5376,1,1,879,2061,1182
5377,1,0,3,0,-3
5378,1,0,1,0,-1
5379,0,0,2,0,-2
5380,1,0,109,0,-109
5381,0,0,79,0,-79
5382,0,0,6,0,-6
5383,0,0,16,0,-16
5384,1,1,691,1235,544
5385,1,0,12,0,-12
5386,0,0,44,0,-44
5387,1,1,1197,1239,42
5388,0,0,24,0,-24
5389,1,0,80,0,-80
5390,1,1,1172,1233,61
5391,0,0,60,0,-60
5392,1,1,306,1238,932
5393,1,0,93,0,-93
5394,0,0,57,0,-57
5395,1,0,0,0,0
5396,1,0,160,0,-160
5397,0,0,12,0,-12
5398,1,0,63,0,-63
5399,0,0,34,0,-34
5400,1,1,1382,1551,169
5401,1,1,98,1355,1257
5402,0,0,28,0,-28
5403,1,1,274,1357,1083
5404,1,0,12,0,-12
5405,1,0,123,0,-123
5406,1,0,191,0,-191
5407,0,0,23,0,-23
5408,0,0,37,0,-37
5409,0,0,115,0,-115
5410,1,1,846,1569,723
5411,1,1,347,1211,864
5412,1,0,56,0,-56
5413,1,0,18,0,-18
5414,1,0,7,0,-7
5415,0,0,3,0,-3
5416,1,1,222,1271,1049
5417,0,0,29,0,-29
5418,0,0,0,0,0
5419,1,1,226,2376,2150
5420,0,0,82,0,-82
5421,1,0,72,0,-72
5422,1,1,463,1448,985
5423,0,0,12,0,-12
5424,1,0,40,0,-40
5425,0,0,24,0,-24
5426,0,0,43,0,-43
5427,1,1,27,1290,1263
5428,0,0,92,0,-92
5429,0,0,135,0,-135
5430,0,0,42,0,-42
5431,1,1,221,1283,1062
5432,1,1,497,1346,849
5433,1,1,268,1263,995
5434,1,0,3,0,-3
5435,1,0,53,0,-53
5436,0,0,59,0,-59
5437,1,1,591,2422,1831
5438,1,1,630,1432,802
5439,1,1,212,1240,1028
5440,1,1,1671,1266,-405
5441,0,0,107,0,-107
5442,1,0,24,0,-24
5443,0,0,73,0,-73
5444,0,0,33,0,-33
5445,1,1,246,2178,1932
5446,1,1,484,2584,2100
5447,0,0,93,0,-93
5448,0,0,145,0,-145
5449,0,0,6,0,-6
5450,1,0,9,0,-9
5451,1,1,877,1240,363
5452,1,1,360,1509,1149
5453,1,1,1938,1298,-640
5454,1,0,38,0,-38
5455,0,0,2,0,-2
5456,0,0,3,0,-3
5457,1,0,24,0,-24
5458,0,0,38,0,-38
5459,1,1,288,1202,914
5460,0,0,35,0,-35
5461,1,0,44,0,-44
5462,1,0,10,0,-10
5463,0,0,23,0,-23
5464,1,1,571,1217,646
5465,1,1,775,1479,704
5466,1,1,423,1299,876
5467,0,0,54,0,-54
5468,0,0,5,0,-5
5469,1,0,37,0,-37
5470,1,0,25,0,-25
5471,0,0,7,0,-7
5472,0,0,9,0,-9
5473,1,1,874,1668,794
5474,1,1,1113,1260,147
5475,1,1,355,1438,1083
5476,0,0,139,0,-139
5477,1,1,310,1784,1474
5478,0,0,8,0,-8
5479,1,1,502,1288,786
5480,0,0,6,0,-6
5481,0,0,124,0,-124
5482,0,0,8,0,-8
5483,0,0,88,0,-88
5484,0,0,42,0,-42
5485,1,0,41,0,-41
5486,0,0,135,0,-135
5487,0,0,31,0,-31
5488,0,0,173,0,-173
5489,0,0,13,0,-13
5490,0,0,39,0,-39
5491,1,0,19,0,-19
5492,0,0,16,0,-16
5493,1,1,1492,1564,72
5494,0,0,3,0,-3
5495,0,0,12,0,-12
5496,0,0,79,0,-79
5497,1,0,23,0,-23
5498,1,1,134,1646,1512
5499,0,0,97,0,-97
5500,1,1,212,2896,2684
5501,1,1,401,1601,1200
5502,1,0,80,0,-80
5503,0,0,35,0,-35
5504,1,0,11,0,-11
5505,0,0,93,0,-93
5506,1,0,40,0,-40
5507,1,1,217,1224,1007
5508,1,1,407,2157,1750
5509,1,1,1410,1477,67
5510,1,1,497,1587,1090
5511,0,0,27,0,-27
5512,1,1,364,1577,1213
5513,1,0,8,0,-8
5514,1,1,238,1505,1267
5515,0,0,4,0,-4
5516,0,0,14,0,-14
5517,1,0,26,0,-26
5518,1,0,53,0,-53
5519,1,1,670,1563,893
5520,0,0,20,0,-20
5521,0,0,94,0,-94
5522,1,1,79,1437,1358
5523,0,0,24,0,-24
5524,1,1,475,1219,744
5525,1,1,159,1371,1212
5526,0,0,43,0,-43
5527,1,1,49,2735,2686
5528,0,0,68,0,-68
5529,0,0,32,0,-32
5530,0,0,14,0,-14
5531,1,0,108,0,-108
5532,0,0,10,0,-10
5533,1,0,76,0,-76
5534,1,0,21,0,-21
5535,1,0,26,0,-26
5536,0,0,37,0,-37
5537,0,0,14,0,-14
5538,1,0,7,0,-7
5539,0,0,47,0,-47
5540,1,0,182,0,-182
5541,0,0,31,0,-31
5542,1,0,78,0,-78
5543,1,0,6,0,-6
5544,0,0,17,0,-17
5545,1,0,10,0,-10
5546,1,1,339,1394,1055
5547,0,0,193,0,-193
5548,1,0,7,0,-7
5549,0,0,33,0,-33
5550,1,1,170,2282,2112
5551,1,1,1420,1343,-77
5552,1,1,1701,1516,-185
5553,1,0,27,0,-27
5554,0,0,33,0,-33
5555,0,0,59,0,-59
5556,1,0,0,0,0
5557,1,1,428,1488,1060
5558,0,0,17,0,-17
5559,1,0,48,0,-48
5560,1,1,287,1459,1172
5561,1,1,446,2600,2154
5562,0,0,30,0,-30
5563,1,1,730,1479,749
5564,1,0,17,0,-17
5565,0,0,10,0,-10
5566,0,0,101,0,-101
5567,0,0,25,0,-25
5568,0,0,13,0,-13
5569,0,0,2,0,-2
5570,0,0,49,0,-49
5571,1,1,693,1453,760
5572,0,0,8,0,-8
5573,0,0,45,0,-45
5574,1,1,419,1425,1006
5575,1,0,0,0,0
5576,1,1,946,1507,561
5577,1,0,129,0,-129
5578,0,0,16,0,-16
5579,1,1,316,1386,1070
5580,1,1,969,1800,831
5581,0,0,33,0,-33
5582,1,1,863,1383,520
5583,1,0,84,0,-84
5584,1,0,17,0,-17
5585,1,1,248,1247,999
5586,0,0,15,0,-15
5587,1,1,37,1343,1306
5588,1,0,39,0,-39
5589,1,0,111,0,-111
5590,1,1,388,1837,1449
5591,1,1,554,1231,677
5592,1,0,53,0,-53
5593,0,0,10,0,-10
5594,1,1,845,1271,426
5595,0,0,9,0,-9
5596,0,0,42,0,-42
5597,0,0,18,0,-18
5598,1,1,1021,1369,348
5599,1,1,128,1440,1312
5600,0,0,31,0,-31
5601,1,1,301,1919,1618
5602,0,0,16,0,-16
5603,0,0,76,0,-76
5604,1,0,5,0,-5
5605,1,0,94,0,-94
5606,1,1,306,1786,1480
5607,1,0,42,0,-42
5608,1,0,2,0,-2
5609,0,0,45,0,-45
5610,1,0,23,0,-23
5611,1,0,148,0,-148
5612,0,0,166,0,-166
5613,1,1,904,1459,555
5614,0,0,15,0,-15
5615,0,0,23,0,-23
5616,1,0,1,0,-1
5617,1,1,163,1557,1394
5618,1,1,754,1220,466
5619,0,0,1,0,-1
5620,0,0,0,0,0
5621,1,0,32,0,-32
5622,1,0,16,0,-16
5623,0,0,125,0,-125
5624,0,0,30,0,-30
5625,0,0,38,0,-38
5626,1,1,139,1731,1592
5627,1,1,445,1526,1081
5628,0,0,25,0,-25
5629,1,1,65,1589,1524
5630,1,1,63,1324,1261
5631,1,0,193,0,-193
5632,1,0,2,0,-2
5633,0,0,33,0,-33
5634,1,1,417,1785,1368
5635,0,0,26,0,-26
5636,0,0,33,0,-33
5637,0,0,43,0,-43
5638,0,0,4,0,-4
5639,1,0,8,0,-8
5640,1,1,479,1335,856
5641,0,0,12,0,-12
5642,1,1,945,1217,272
5643,1,1,223,1519,1296
5644,1,1,460,1931,1471
5645,0,0,7,0,-7
5646,1,1,696,1459,763
5647,1,1,163,1271,1108
5648,0,0,168,0,-168
5649,1,0,37,0,-37
5650,1,0,91,0,-91
5651,1,0,51,0,-51
5652,0,0,38,0,-38
5653,0,0,9,0,-9
5654,1,0,34,0,-34
5655,1,1,32,1494,1462
5656,1,1,92,1462,1370
5657,0,0,5,0,-5
5658,1,0,162,0,-162
5659,0,0,115,0,-115
5660,0,0,76,0,-76
5661,1,0,35,0,-35
5662,1,0,62,0,-62
5663,1,0,17,0,-17
5664,0,0,36,0,-36
5665,1,0,28,0,-28
5666,1,1,1915,1775,-140
5667,0,0,184,0,-184
5668,0,0,35,0,-35
5669,1,1,708,1281,573
5670,1,0,11,0,-11
5671,0,0,35,0,-35
5672,0,0,15,0,-15
5673,1,1,433,3080,2647
5674,1,1,655,1461,806
5675,0,0,80,0,-80
5676,0,0,26,0,-26
5677,0,0,10,0,-10
5678,1,0,20,0,-20
5679,0,0,232,0,-232
5680,0,0,92,0,-92
5681,0,0,41,0,-41
5682,0,0,133,0,-133
5683,0,0,44,0,-44
5684,0,0,16,0,-16
5685,0,0,44,0,-44
5686,1,1,418,1265,847
5687,1,0,40,0,-40
5688,1,0,31,0,-31
5689,1,0,2,0,-2
5690,1,1,212,1532,1320
5691,1,0,86,0,-86
5692,0,0,58,0,-58
5693,0,0,6,0,-6
5694,1,0,54,0,-54
5695,1,0,16,0,-16
5696,1,1,1034,2411,1377
5697,1,1,571,1296,725
5698,1,0,151,0,-151
5699,1,1,996,2293,1297
5700,1,0,3,0,-3
5701,1,1,1196,1846,650
5702,1,0,7,0,-7
5703,1,1,1232,1839,607
5704,1,0,14,0,-14
5705,1,1,1296,1374,78
5706,1,1,126,2723,2597
5707,0,0,47,0,-47
5708,1,0,79,0,-79
5709,1,1,469,1455,986
5710,1,0,136,0,-136
5711,1,0,210,0,-210
5712,0,0,20,0,-20
5713,1,1,81,1272,1191
5714,1,0,191,0,-191
5715,1,0,19,0,-19
5716,0,0,83,0,-83
5717,0,0,120,0,-120
5718,1,1,54,1275,1221
5719,1,1,165,1482,1317
5720,0,0,136,0,-136
5721,0,0,309,0,-309
5722,0,0,102,0,-102
5723,0,0,141,0,-141
5724,0,0,37,0,-37
5725,0,0,45,0,-45
5726,0,0,235,0,-235
5727,1,0,72,0,-72
5728,0,0,19,0,-19
5729,0,0,44,0,-44
5730,1,0,119,0,-119
5731,1,1,242,1383,1141
5732,0,0,11,0,-11
5733,1,0,73,0,-73
5734,0,0,3,0,-3
5735,0,0,79,0,-79
5736,0,0,70,0,-70
5737,1,1,91,1588,1497
5738,0,0,0,0,0
5739,1,0,2,0,-2
5740,0,0,11,0,-11
5741,1,0,64,0,-64
5742,1,1,79,1859,1780
5743,1,0,57,0,-57
5744,1,0,10,0,-10
5745,0,0,98,0,-98
5746,1,0,30,0,-30
5747,1,1,1085,1280,195
5748,1,1,600,2555,1955
5749,1,1,182,1589,1407
5750,1,0,33,0,-33
5751,1,1,280,1423,1143
5752,1,0,7,0,-7
5753,0,0,58,0,-58
5754,1,0,14,0,-14
5755,0,0,76,0,-76
5756,1,1,248,1378,1130
5757,1,0,48,0,-48
5758,1,0,24,0,-24
5759,1,0,5,0,-5
5760,1,1,84,1372,1288
5761,1,0,59,0,-59
5762,1,1,198,1228,1030
5763,1,1,408,1388,980
5764,1,1,1126,1280,154
5765,1,0,10,0,-10
5766,1,0,63,0,-63
5767,0,0,49,0,-49
5768,1,0,58,0,-58
5769,1,0,3,0,-3
5770,1,0,118,0,-118
5771,0,0,8,0,-8
5772,1,1,687,1805,1118
5773,1,1,1566,1213,-353
5774,1,1,172,1314,1142
5775,1,1,504,1729,1225
5776,0,0,32,0,-32
5777,0,0,79,0,-79
5778,0,0,23,0,-23
5779,0,0,12,0,-12
5780,0,0,100,0,-100
5781,1,1,805,1431,626
5782,1,0,8,0,-8
5783,1,0,78,0,-78
5784,0,0,87,0,-87
5785,1,0,151,0,-151
5786,0,0,23,0,-23
5787,0,0,22,0,-22
5788,0,0,29,0,-29
5789,0,0,88,0,-88
5790,0,0,3,0,-3
5791,1,0,89,0,-89
5792,0,0,1,0,-1
5793,1,0,49,0,-49
5794,0,0,147,0,-147
5795,1,0,10,0,-10
5796,1,0,8,0,-8
5797,1,1,376,1532,1156
5798,0,0,26,0,-26
5799,0,0,40,0,-40
5800,0,0,5,0,-5
5801,0,0,50,0,-50
5802,1,0,120,0,-120
5803,1,0,52,0,-52
5804,1,1,305,2250,1945
5805,0,0,63,0,-63
5806,0,0,50,0,-50
5807,1,0,73,0,-73
5808,1,0,8,0,-8
5809,1,1,435,2353,1918
5810,1,1,61,1279,1218
5811,1,1,325,1377,1052
5812,0,0,41,0,-41
5813,1,0,3,0,-3
5814,1,0,27,0,-27
5815,1,0,31,0,-31
5816,0,0,24,0,-24
5817,0,0,29,0,-29
5818,1,1,520,1429,909
5819,0,0,32,0,-32
5820,1,0,23,0,-23
5821,1,0,26,0,-26
5822,1,1,1160,1280,120
5823,0,0,64,0,-64
5824,1,1,266,1625,1359
5825,1,1,1374,1529,155
5826,1,1,416,1477,1061
5827,1,0,37,0,-37
5828,1,0,88,0,-88
5829,0,0,1,0,-1
5830,1,0,70,0,-70
5831,1,1,286,1376,1090
5832,1,1,601,1617,1016
5833,0,0,65,0,-65
5834,0,0,9,0,-9
5835,0,0,33,0,-33
5836,1,0,120,0,-120
5837,1,1,387,1356,969
5838,0,0,78,0,-78
5839,0,0,149,0,-149
5840,1,0,9,0,-9
5841,0,0,81,0,-81
5842,0,0,13,0,-13
5843,1,0,150,0,-150
5844,0,0,36,0,-36
5845,0,0,6,0,-6
5846,1,0,110,0,-110
5847,0,0,176,0,-176
5848,0,0,33,0,-33
5849,1,1,1820,1634,-186
5850,0,0,143,0,-143
