ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
4492,1,0,9,0,-9
4493,1,0,28,0,-28
4494,1,0,25,0,-25
4495,1,0,119,0,-119
4496,0,0,8,0,-8
4497,1,0,81,0,-81
4498,0,0,18,0,-18
4499,0,0,56,0,-56
4500,1,0,0,0,0
4501,0,0,49,0,-49
4502,1,0,60,0,-60
4503,1,0,10,0,-10
4504,1,0,59,0,-59
4505,0,0,24,0,-24
4506,1,0,14,0,-14
4507,1,1,270,1399,1129
4508,1,0,32,0,-32
4509,1,0,5,0,-5
4510,1,0,143,0,-143
4511,0,0,56,0,-56
4512,0,0,121,0,-121
4513,1,1,541,1284,743
4514,1,1,906,1582,676
4515,0,0,64,0,-64
4516,0,0,59,0,-59
4517,0,0,20,0,-20
4518,1,0,41,0,-41
4519,0,0,57,0,-57
4520,1,0,57,0,-57
4521,1,0,107,0,-107
4522,1,0,27,0,-27
4523,1,1,988,1366,378
4524,1,0,21,0,-21
4525,0,0,53,0,-53
4526,1,1,302,1267,965
4527,1,1,123,4522,4399
4528,1,1,537,1847,1310
4529,1,0,7,0,-7
4530,1,0,65,0,-65
4531,1,0,3,0,-3
4532,0,0,47,0,-47
4533,1,0,7,0,-7
4534,1,1,1204,1329,125
4535,1,1,1576,1356,-220
4536,0,0,17,0,-17
4537,1,1,381,1250,869
4538,1,1,258,1478,1220
4539,1,0,66,0,-66
4540,0,0,95,0,-95
4541,1,1,1043,1239,196
4542,0,0,112,0,-112
4543,1,1,210,1496,1286
4544,0,0,1,0,-1
4545,1,0,110,0,-110
4546,1,1,254,1201,947
4547,0,0,25,0,-25
4548,0,0,64,0,-64
4549,0,0,0,0,0
4550,1,1,925,1227,302
4551,1,0,62,0,-62
4552,0,0,8,0,-8
4553,1,0,6,0,-6
4554,1,1,1029,1622,593
4555,0,0,4,0,-4
4556,0,0,17,0,-17
4557,0,0,15,0,-15
4558,0,0,6,0,-6
4559,1,0,25,0,-25
4560,0,0,81,0,-81
4561,1,1,419,1530,1111
4562,0,0,47,0,-47
4563,0,0,8,0,-8
4564,1,1,359,1253,894
4565,1,0,6,0,-6
4566,1,0,37,0,-37
4567,1,0,101,0,-101
4568,0,0,189,0,-189
4569,0,0,1,0,-1
4570,0,0,47,0,-47
4571,1,1,1551,1221,-330
4572,1,1,881,2519,1638
4573,1,0,23,0,-23
4574,0,0,27,0,-27
4575,1,1,2758,1913,-845
4576,1,1,1142,1453,311
4577,1,1,32,1234,1202
4578,1,0,14,0,-14
4579,1,0,68,0,-68
4580,1,1,284,1307,1023
4581,1,0,31,0,-31
4582,1,0,11,0,-11
4583,1,0,73,0,-73
4584,1,0,80,0,-80
4585,0,0,23,0,-23
4586,0,0,34,0,-34
4587,1,1,417,1209,792
4588,1,0,10,0,-10
4589,1,0,87,0,-87
4590,0,0,3,0,-3
4591,1,1,709,2101,1392
4592,0,0,176,0,-176
4593,1,1,203,1241,1038
4594,0,0,54,0,-54
4595,1,0,98,0,-98
4596,1,0,17,0,-17
4597,1,1,99,1801,1702
4598,0,0,140,0,-140
4599,1,0,131,0,-131
4600,1,1,33,1647,1614
4601,0,0,12,0,-12
4602,1,1,405,1405,1000
4603,1,1,468,1638,1170
4604,1,0,119,0,-119
4605,1,1,668,1614,946
4606,1,0,74,0,-74
4607,0,0,36,0,-36
4608,1,1,285,1998,1713
4609,1,0,73,0,-73
4610,1,1,250,2161,1911
4611,1,1,578,1366,788
4612,1,0,34,0,-34
4613,1,1,108,1517,1409
4614,1,0,60,0,-60
4615,1,1,782,1763,981
4616,0,0,161,0,-161
4617,1,0,25,0,-25
4618,1,0,29,0,-29
4619,0,0,225,0,-225
4620,0,0,1,0,-1
4621,1,0,4,0,-4
4622,1,1,329,1575,1246
4623,1,0,2,0,-2
4624,1,0,42,0,-42
4625,1,0,7,0,-7
4626,1,1,848,1414,566
4627,1,0,59,0,-59
4628,0,0,133,0,-133
4629,0,0,98,0,-98
4630,1,0,17,0,-17
4631,0,0,67,0,-67
4632,0,0,14,0,-14
4633,1,0,198,0,-198
4634,1,1,466,1360,894
4635,1,0,55,0,-55
4636,1,0,52,0,-52
4637,0,0,21,0,-21
4638,1,0,54,0,-54
4639,1,0,21,0,-21
4640,0,0,11,0,-11
4641,1,1,179,1492,1313
4642,0,0,41,0,-41
4643,1,1,2233,2559,326
4644,1,1,872,1564,692
4645,0,0,0,0,0
4646,1,0,10,0,-10
4647,1,0,21,0,-21
4648,0,0,23,0,-23
4649,1,1,500,1353,853
4650,0,0,138,0,-138
4651,0,0,51,0,-51
4652,1,0,11,0,-11
4653,0,0,76,0,-76
4654,1,0,87,0,-87
4655,0,0,22,0,-22
4656,1,1,168,1472,1304
4657,1,1,368,1366,998
4658,0,0,157,0,-157
4659,1,0,60,0,-60
4660,0,0,8,0,-8
4661,0,0,2,0,-2
4662,1,0,3,0,-3
4663,1,0,80,0,-80
4664,0,0,23,0,-23
4665,0,0,1,0,-1
4666,1,1,223,1435,1212
4667,0,0,36,0,-36
4668,0,0,128,0,-128
4669,0,0,18,0,-18
4670,0,0,7,0,-7
4671,0,0,4,0,-4
4672,1,1,193,2161,1968
4673,0,0,45,0,-45
4674,1,0,29,0,-29
4675,1,0,9,0,-9
4676,1,0,47,0,-47
4677,1,0,5,0,-5
4678,1,1,563,1264,701
4679,1,1,1618,2444,826
4680,1,0,12,0,-12
4681,1,0,2,0,-2
4682,1,0,4,0,-4
4683,1,1,621,1448,827
4684,0,0,79,0,-79
4685,0,0,117,0,-117
4686,1,0,13,0,-13
4687,0,0,12,0,-12
4688,0,0,61,0,-61
4689,1,0,26,0,-26
4690,0,0,117,0,-117
4691,1,0,15,0,-15
4692,1,0,3,0,-3
4693,1,0,8,0,-8
4694,0,0,72,0,-72
4695,1,0,30,0,-30
4696,0,0,59,0,-59
4697,0,0,32,0,-32
4698,1,1,415,1314,899
4699,0,0,51,0,-51
4700,1,1,1971,1414,-557
4701,1,1,410,3357,2947
4702,1,1,936,1473,537
4703,1,0,18,0,-18
4704,1,1,112,1328,1216
4705,0,0,4,0,-4
4706,0,0,80,0,-80
4707,0,0,16,0,-16
4708,0,0,75,0,-75
4709,1,0,15,0,-15
4710,1,1,955,1425,470
4711,1,1,248,1537,1289
4712,0,0,41,0,-41
4713,0,0,231,0,-231
4714,0,0,18,0,-18
4715,1,1,24,1222,1198
4716,0,0,54,0,-54
4717,1,0,56,0,-56
4718,0,0,0,0,0
4719,0,0,145,0,-145
4720,1,0,6,0,-6
4721,0,0,7,0,-7
4722,0,0,48,0,-48
4723,1,1,2252,1215,-1037
4724,1,0,73,0,-73
4725,0,0,19,0,-19
4726,1,0,44,0,-44
4727,0,0,56,0,-56
4728,1,0,30,0,-30
4729,0,0,40,0,-40
4730,1,0,26,0,-26
4731,1,1,90,1277,1187
4732,1,1,1187,1495,308
4733,1,0,88,0,-88
4734,1,1,1234,1655,421
4735,0,0,146,0,-146
4736,0,0,47,0,-47
4737,1,0,94,0,-94
4738,0,0,50,0,-50
4739,1,1,1209,1510,301
4740,0,0,19,0,-19
4741,0,0,3,0,-3
4742,0,0,18,0,-18
4743,1,1,124,1636,1512
4744,0,0,50,0,-50
4745,0,0,51,0,-51
4746,0,0,6,0,-6
4747,1,0,6,0,-6
4748,1,1,452,1214,762
4749,1,1,838,1295,457
4750,1,1,443,1273,830
4751,1,1,642,1252,610
4752,1,1,459,1223,764
4753,1,1,161,1207,1046
4754,1,0,251,0,-251
4755,1,1,128,1275,1147
4756,1,1,78,1226,1148
4757,1,0,18,0,-18
4758,1,1,163,1204,1041
4759,1,1,473,1293,820
4760,1,1,462,1248,786
4761,1,1,96,1311,1215
4762,1,0,25,0,-25
4763,1,1,2350,1267,-1083
4764,1,0,44,0,-44
4765,1,1,192,1208,1016
4766,1,1,251,1598,1347
4767,1,0,22,0,-22
4768,1,1,180,2532,2352
4769,1,0,74,0,-74
4770,0,0,12,0,-12
4771,1,1,25,1655,1630
4772,1,1,166,1327,1161
4773,1,1,166,1366,1200
4774,0,0,17,0,-17
4775,1,1,728,1242,514
4776,0,0,28,0,-28
4777,1,1,857,1467,610
4778,1,0,42,0,-42
4779,1,0,81,0,-81
4780,0,0,26,0,-26
4781,0,0,13,0,-13
4782,0,0,53,0,-53
4783,1,0,78,0,-78
4784,1,1,486,1671,1185
4785,1,0,25,0,-25
4786,1,1,1008,2020,1012
4787,1,0,37,0,-37
4788,1,0,58,0,-58
4789,0,0,89,0,-89
4790,1,0,42,0,-42
4791,1,0,15,0,-15
4792,0,0,30,0,-30
4793,0,0,75,0,-75
4794,1,1,1075,1477,402
4795,1,1,51,1269,1218
4796,1,0,93,0,-93
4797,1,0,11,0,-11
4798,1,0,64,0,-64
4799,1,1,746,1219,473
4800,0,0,8,0,-8
4801,0,0,21,0,-21
4802,1,0,14,0,-14
4803,1,0,39,0,-39
4804,0,0,35,0,-35
4805,1,1,85,1458,1373
4806,1,1,290,1263,973
4807,1,0,52,0,-52
4808,0,0,23,0,-23
4809,0,0,51,0,-51
4810,0,0,37,0,-37
4811,1,0,13,0,-13
4812,1,0,12,0,-12
4813,0,0,20,0,-20
4814,0,0,31,0,-31
4815,1,0,1,0,-1
4816,1,0,171,0,-171
4817,1,0,34,0,-34
4818,1,0,21,0,-21
4819,1,0,7,0,-7
4820,1,0,175,0,-175
4821,0,0,82,0,-82
4822,1,0,3,0,-3
4823,1,0,67,0,-67
4824,1,0,38,0,-38
4825,0,0,4,0,-4
4826,0,0,79,0,-79
4827,1,0,14,0,-14
4828,1,1,83,4339,4256
4829,1,1,259,1314,1055
4830,1,1,2058,1260,-798
4831,1,0,24,0,-24
4832,0,0,9,0,-9
4833,0,0,96,0,-96
4834,0,0,28,0,-28
4835,0,0,40,0,-40
4836,0,0,51,0,-51
4837,0,0,14,0,-14
4838,1,1,60,1329,1269
4839,1,0,3,0,-3
4840,1,1,544,3391,2847
4841,0,0,48,0,-48
4842,1,0,4,0,-4
4843,1,1,200,1452,1252
4844,1,0,44,0,-44
4845,0,0,22,0,-22
4846,0,0,80,0,-80
4847,1,0,274,0,-274
4848,0,0,17,0,-17
4849,1,0,121,0,-121
4850,1,0,16,0,-16
4851,0,0,20,0,-20
4852,1,0,72,0,-72
4853,0,0,12,0,-12
4854,0,0,11,0,-11
4855,1,0,0,0,0
4856,0,0,9,0,-9
4857,1,1,267,1277,1010
4858,1,1,88,1352,1264
4859,0,0,23,0,-23
4860,1,0,3,0,-3
4861,0,0,0,0,0
4862,0,0,86,0,-86
4863,1,0,5,0,-5
4864,0,0,11,0,-11
4865,1,1,930,1388,458
4866,1,0,1,0,-1
4867,0,0,42,0,-42
4868,1,1,22,1421,1399
4869,1,1,353,2065,1712
4870,1,1,514,1233,719
4871,0,0,0,0,0
4872,0,0,22,0,-22
4873,1,0,0,0,0
4874,1,1,660,1286,626
4875,1,0,216,0,-216
4876,1,1,36,1350,1314
4877,0,0,16,0,-16
4878,1,0,109,0,-109
4879,1,1,356,2128,1772
4880,1,1,804,1234,430
4881,0,0,72,0,-72
4882,1,0,35,0,-35
4883,1,0,38,0,-38
4884,0,0,30,0,-30
4885,1,1,600,1642,1042
4886,1,0,7,0,-7
4887,0,0,8,0,-8
4888,1,0,25,0,-25
4889,1,0,13,0,-13
4890,1,0,12,0,-12
4891,1,0,28,0,-28
4892,0,0,248,0,-248
4893,1,0,106,0,-106
4894,1,0,7,0,-7
4895,0,0,48,0,-48
4896,0,0,96,0,-96
4897,0,0,59,0,-59
4898,1,1,768,1232,464
4899,1,0,40,0,-40
4900,0,0,81,0,-81
4901,1,1,629,1298,669
4902,0,0,3,0,-3
4903,1,1,40,1712,1672
4904,0,0,155,0,-155
4905,1,0,77,0,-77
4906,1,1,90,1941,1851
4907,0,0,86,0,-86
4908,0,0,86,0,-86
4909,1,1,2878,1293,-1585
4910,0,0,95,0,-95
4911,0,0,58,0,-58
4912,0,0,3,0,-3
4913,1,1,179,1533,1354
4914,1,1,704,1401,697
4915,0,0,2,0,-2
4916,0,0,145,0,-145
4917,1,1,80,1235,1155
4918,1,1,212,1975,1763
4919,0,0,14,0,-14
4920,1,0,111,0,-111
4921,0,0,127,0,-127
4922,1,1,449,1485,1036
4923,1,1,529,1311,782
4924,0,0,111,0,-111
4925,1,0,23,0,-23
4926,1,1,927,1621,694
4927,0,0,81,0,-81
4928,1,0,34,0,-34
4929,1,1,817,1376,559
4930,0,0,83,0,-83
4931,1,0,166,0,-166
4932,1,1,727,1534,807
4933,0,0,23,0,-23
4934,1,1,394,1349,955
4935,1,0,59,0,-59
4936,1,1,535,1217,682
4937,1,1,317,1230,913
4938,0,0,85,0,-85
4939,1,1,489,2068,1579
4940,1,1,558,1284,726
4941,1,1,727,1323,596
4942,1,0,18,0,-18
4943,1,0,12,0,-12
4944,0,0,62,0,-62
4945,0,0,9,0,-9
4946,0,0,9,0,-9
4947,0,0,34,0,-34
4948,0,0,27,0,-27
4949,1,0,5,0,-5
4950,1,1,496,1535,1039
4951,0,0,35,0,-35
4952,0,0,9,0,-9
4953,1,1,529,1741,1212
4954,1,0,151,0,-151
4955,1,1,855,1357,502
4956,1,0,77,0,-77
4957,1,0,178,0,-178
4958,1,0,49,0,-49
4959,0,0,89,0,-89
4960,0,0,2,0,-2
4961,0,0,11,0,-11
4962,1,1,977,1225,248
4963,0,0,30,0,-30
4964,0,0,7,0,-7
4965,1,1,2651,1946,-705
4966,1,0,43,0,-43
4967,1,0,21,0,-21
4968,1,0,6,0,-6
4969,0,0,16,0,-16
4970,0,0,43,0,-43
4971,0,0,38,0,-38
4972,0,0,41,0,-41
4973,1,0,24,0,-24
4974,1,0,28,0,-28
4975,0,0,41,0,-41
4976,1,1,287,1256,969
4977,1,0,34,0,-34
4978,1,1,126,1540,1414
4979,1,0,16,0,-16
4980,1,0,117,0,-117
4981,0,0,6,0,-6
4982,0,0,9,0,-9
4983,1,0,15,0,-15
4984,1,1,339,1376,1037
4985,1,1,41,1419,1378
4986,1,1,13,1297,1284
4987,0,0,13,0,-13
4988,0,0,10,0,-10
4989,1,0,21,0,-21
4990,0,0,67,0,-67
4991,1,0,20,0,-20
4992,1,0,39,0,-39
4993,0,0,14,0,-14
4994,0,0,75,0,-75
4995,1,1,1825,5321,3496
4996,0,0,19,0,-19
4997,1,0,5,0,-5
4998,1,0,93,0,-93
4999,1,1,714,1246,532
5000,1,0,130,0,-130
5001,0,0,18,0,-18
5002,1,1,255,1312,1057
5003,0,0,13,0,-13
5004,1,0,11,0,-11
5005,1,0,48,0,-48
5006,1,1,733,1365,632
5007,1,1,908,1513,605
5008,0,0,155,0,-155
5009,0,0,101,0,-101
5010,0,0,1,0,-1
5011,0,0,61,0,-61
5012,1,1,66,2328,2262
5013,0,0,43,0,-43
5014,0,0,21,0,-21
5015,1,1,486,1250,764
5016,1,0,44,0,-44
5017,1,0,197,0,-197
5018,1,1,284,1306,1022
5019,1,1,285,1724,1439
5020,1,1,387,2045,1658
5021,1,1,1235,1226,-9
5022,1,0,59,0,-59
5023,1,1,171,1368,1197
5024,1,0,13,0,-13
5025,1,0,3,0,-3
5026,0,0,126,0,-126
5027,0,0,3,0,-3
5028,0,0,17,0,-17
5029,1,1,1786,1252,-534
5030,1,0,85,0,-85
5031,1,1,542,1847,1305
5032,1,1,331,1522,1191
5033,0,0,30,0,-30
5034,1,1,186,1408,1222
5035,0,0,16,0,-16
5036,1,1,750,1222,472
5037,1,1,525,1505,980
5038,0,0,0,0,0
5039,1,1,186,1204,1018
5040,1,0,81,0,-81
5041,1,0,1,0,-1
5042,1,1,52,1422,1370
5043,1,0,7,0,-7
5044,1,0,84,0,-84
5045,0,0,133,0,-133
5046,1,0,24,0,-24
5047,1,0,201,0,-201
5048,1,0,40,0,-40
5049,1,1,353,1521,1168
5050,0,0,33,0,-33
5051,1,0,144,0,-144
5052,0,0,88,0,-88
5053,0,0,53,0,-53
5054,1,0,3,0,-3
5055,0,0,71,0,-71
5056,0,0,25,0,-25
5057,1,1,2493,1614,-879
5058,1,1,56,1492,1436
5059,1,0,128,0,-128
5060,1,1,422,1506,1084
5061,1,0,106,0,-106
5062,0,0,17,0,-17
5063,1,1,56,1579,1523
5064,1,1,1000,1382,382
5065,0,0,80,0,-80
5066,1,0,13,0,-13
5067,1,1,515,1570,1055
5068,1,1,1903,1259,-644
5069,1,1,183,1493,1310
5070,0,0,63,0,-63
5071,0,0,21,0,-21
5072,1,1,57,1821,1764
5073,1,1,413,1405,992
5074,0,0,5,0,-5
5075,0,0,68,0,-68
5076,1,1,165,1569,1404
5077,1,1,73,2929,2856
5078,0,0,9,0,-9
5079,0,0,38,0,-38
5080,1,1,459,1228,769
5081,0,0,44,0,-44
5082,1,1,347,2716,2369
5083,0,0,124,0,-124
5084,1,0,30,0,-30
5085,1,0,52,0,-52
5086,1,0,8,0,-8
5087,1,0,14,0,-14
5088,0,0,1,0,-1
5089,1,1,145,1563,1418
5090,1,0,18,0,-18
5091,1,0,130,0,-130
5092,0,0,159,0,-159
5093,1,1,323,2870,2547
5094,1,0,23,0,-23
5095,0,0,5,0,-5
5096,1,1,990,1835,845
5097,0,0,5,0,-5
5098,1,0,126,0,-126
5099,0,0,78,0,-78
5100,0,0,39,0,-39
5101,1,1,490,1343,853
5102,1,0,87,0,-87
5103,0,0,103,0,-103
5104,0,0,177,0,-177
5105,0,0,8,0,-8
5106,1,1,695,1850,1155
5107,1,0,10,0,-10
5108,1,1,1919,1279,-640
5109,1,1,342,1302,960
5110,0,0,0,0,0
5111,0,0,24,0,-24
5112,1,0,13,0,-13
5113,1,1,466,1272,806
5114,1,1,485,1724,1239
5115,0,0,65,0,-65
5116,1,0,0,0,0
5117,0,0,97,0,-97
5118,1,1,473,1507,1034
5119,0,0,96,0,-96
5120,0,0,0,0,0
5121,0,0,37,0,-37
5122,0,0,63,0,-63
5123,1,1,2461,2150,-311
5124,1,0,14,0,-14
5125,0,0,3,0,-3
5126,1,1,355,1405,1050
5127,1,1,445,1502,1057
5128,1,0,79,0,-79
5129,1,0,178,0,-178
5130,1,1,332,1525,1193
5131,0,0,203,0,-203
5132,1,1,331,1233,902
5133,1,1,149,1200,1051
5134,1,0,31,0,-31
5135,1,0,29,0,-29
5136,1,1,246,2404,2158
5137,1,0,10,0,-10
5138,0,0,35,0,-35
5139,0,0,7,0,-7
5140,1,0,71,0,-71
5141,0,0,79,0,-79
5142,1,1,446,1679,1233
5143,0,0,4,0,-4
5144,1,1,386,2054,1668
5145,1,0,45,0,-45
5146,0,0,106,0,-106
5147,1,0,21,0,-21
5148,0,0,114,0,-114
5149,1,1,187,1295,1108
5150,0,0,19,0,-19
5151,1,0,60,0,-60
5152,1,1,289,1820,1531
5153,0,0,29,0,-29
5154,0,0,22,0,-22
5155,1,0,124,0,-124
5156,1,0,45,0,-45
5157,1,1,798,1235,437
5158,1,1,351,1418,1067
5159,0,0,100,0,-100
5160,1,1,683,1213,530
5161,1,1,277,1396,1119
5162,0,0,5,0,-5
5163,1,1,2240,1351,-889
5164,1,1,338,1203,865
5165,1,0,3,0,-3
5166,1,0,39,0,-39
5167,0,0,9,0,-9
5168,0,0,9,0,-9
5169,1,0,73,0,-73
5170,1,0,29,0,-29
5171,1,1,863,2147,1284
5172,0,0,26,0,-26
5173,1,0,33,0,-33
5174,1,1,1407,2088,681
5175,1,0,10,0,-10
5176,1,1,1595,1725,130
5177,1,0,78,0,-78
5178,1,0,102,0,-102
5179,1,0,150,0,-150
5180,0,0,36,0,-36
5181,0,0,41,0,-41
5182,1,0,66,0,-66
5183,1,1,625,2223,1598
5184,1,1,17,1409,1392
5185,1,0,39,0,-39
5186,0,0,1,0,-1
5187,0,0,6,0,-6
5188,1,0,39,0,-39
5189,0,0,29,0,-29
5190,0,0,22,0,-22
5191,1,0,6,0,-6
5192,0,0,20,0,-20
5193,1,0,66,0,-66
5194,0,0,103,0,-103
5195,1,1,471,1887,1416
5196,0,0,98,0,-98
5197,1,0,59,0,-59
5198,1,1,435,1255,820
5199,0,0,8,0,-8
5200,0,0,6,0,-6
5201,1,0,92,0,-92
5202,1,1,1986,1318,-668
5203,1,0,11,0,-11
5204,1,1,757,1304,547
5205,1,1,143,1522,1379
5206,1,0,69,0,-69
5207,0,0,7,0,-7
5208,1,1,421,1204,783
5209,1,0,40,0,-40
5210,0,0,11,0,-11
5211,0,0,38,0,-38
5212,1,0,13,0,-13
5213,1,0,10,0,-10
5214,0,0,26,0,-26
5215,1,1,97,1988,1891
5216,0,0,31,0,-31
5217,1,1,706,1207,501
5218,1,1,459,1524,1065
5219,1,1,1072,1208,136
5220,1,0,11,0,-11
5221,0,0,44,0,-44
5222,0,0,20,0,-20
5223,1,0,17,0,-17
5224,1,1,210,1297,1087
5225,1,0,30,0,-30
5226,1,1,1841,1350,-491
5227,0,0,7,0,-7
5228,0,0,58,0,-58
5229,0,0,6,0,-6
5230,0,0,17,0,-17
5231,0,0,50,0,-50
5232,1,1,161,1687,1526
5233,1,1,797,1280,483
5234,0,0,52,0,-52
5235,0,0,25,0,-25
5236,1,0,6,0,-6
5237,1,0,20,0,-20
5238,1,0,58,0,-58
5239,0,0,12,0,-12
5240,1,1,611,1221,610
5241,0,0,89,0,-89
5242,0,0,8,0,-8
5243,0,0,20,0,-20
5244,0,0,29,0,-29
5245,1,0,16,0,-16
5246,1,0,20,0,-20
5247,0,0,68,0,-68
5248,1,1,453,1917,1464
5249,1,0,69,0,-69
5250,0,0,69,0,-69
5251,1,1,755,1326,571
5252,1,1,970,1283,313
5253,1,0,6,0,-6
5254,0,0,32,0,-32
5255,0,0,0,0,0
5256,1,0,3,0,-3
5257,0,0,17,0,-17
5258,1,0,84,0,-84
5259,1,0,57,0,-57
5260,0,0,7,0,-7
5261,1,0,5,0,-5
5262,1,0,21,0,-21
5263,0,0,5,0,-5
5264,1,1,370,1368,998
5265,0,0,154,0,-154
5266,1,0,16,0,-16
5267,1,1,925,1365,440
5268,1,0,15,0,-15
5269,0,0,97,0,-97
5270,0,0,96,0,-96
5271,0,0,25,0,-25
5272,1,1,355,1382,1027
5273,1,0,4,0,-4
5274,0,0,25,0,-25
5275,0,0,106,0,-106
5276,1,0,27,0,-27
5277,1,1,606,1352,746
5278,1,0,24,0,-24
5279,1,0,19,0,-19
5280,1,1,2184,1362,-822
5281,1,0,10,0,-10
5282,1,1,296,1784,1488
5283,0,0,17,0,-17
5284,1,0,42,0,-42
5285,1,1,194,1377,1183
5286,1,1,1707,1825,118
5287,0,0,30,0,-30
5288,0,0,33,0,-33
5289,1,0,88,0,-88
5290,0,0,92,0,-92
5291,1,0,69,0,-69
5292,1,0,139,0,-139
5293,1,0,67,0,-67
5294,0,0,64,0,-64
5295,0,0,1,0,-1
5296,0,0,25,0,-25
5297,0,0,11,0,-11
5298,0,0,12,0,-12
5299,1,0,13,0,-13
5300,0,0,44,0,-44
5301,0,0,20,0,-20
5302,0,0,58,0,-58
5303,0,0,23,0,-23
5304,1,1,185,1433,1248
5305,0,0,1,0,-1
5306,0,0,138,0,-138
5307,0,0,36,0,-36
5308,0,0,30,0,-30
5309,1,1,169,1494,1325
5310,1,0,24,0,-24
5311,1,0,28,0,-28
5312,1,1,134,2215,2081
5313,1,0,19,0,-19
5314,1,1,247,1242,995
5315,1,1,464,1559,1095
5316,1,1,1049,1559,510
5317,0,0,102,0,-102
5318,0,0,63,0,-63
5319,1,1,1315,1209,-106
5320,1,1,244,1543,1299
5321,1,0,10,0,-10
5322,0,0,89,0,-89
5323,1,1,349,1444,1095
5324,1,0,69,0,-69
5325,1,1,579,1940,1361
5326,1,0,43,0,-43
5327,1,1,777,2418,1641
5328,1,1,194,1425,1231
5329,0,0,17,0,-17
5330,1,0,106,0,-106
5331,1,0,18,0,-18
5332,1,0,57,0,-57
5333,1,0,46,0,-46
5334,0,0,46,0,-46
5335,0,0,14,0,-14
5336,1,0,109,0,-109
5337,1,0,16,0,-16
5338,1,0,75,0,-75
5339,1,0,180,0,-180
5340,0,0,113,0,-113
5341,1,0,65,0,-65
5342,0,0,28,0,-28
5343,1,1,56,2091,2035
5344,1,0,2,0,-2
5345,1,0,12,0,-12
5346,0,0,0,0,0
5347,0,0,33,0,-33
5348,0,0,9,0,-9
5349,0,0,21,0,-21
5350,0,0,102,0,-102
5351,1,0,9,0,-9
5352,1,1,1317,1207,-110
5353,1,0,22,0,-22
5354,1,0,25,0,-25
5355,1,0,205,0,-205
5356,0,0,16,0,-16
5357,0,0,7,0,-7
5358,0,0,321,0,-321
5359,0,0,5,0,-5
5360,1,1,703,1291,588
5361,1,1,276,1651,1375
5362,0,0,2,0,-2
5363,0,0,291,0,-291
5364,1,1,146,1311,1165
5365,0,0,33,0,-33
5366,1,0,24,0,-24
5367,0,0,24,0,-24
5368,1,1,368,1579,1211
5369,0,0,73,0,-73
5370,1,0,40,0,-40
5371,1,1,1213,1256,43
5372,0,0,57,0,-57
5373,0,0,72,0,-72
5374,0,0,4,0,-4
5375,1,0,32,0,-32
5376,0,0,40,0,-40
5377,1,0,121,0,-121
5378,0,0,127,0,-127
5379,1,0,0,0,0
5380,1,0,99,0,-99
5381,1,0,97,0,-97
5382,0,0,29,0,-29
5383,1,1,684,1257,573
5384,1,1,331,3773,3442
5385,1,0,28,0,-28
5386,1,0,10,0,-10
5387,0,0,140,0,-140
5388,1,0,1,0,-1
5389,1,0,134,0,-134
5390,1,1,918,1739,821
5391,1,0,158,0,-158
5392,0,0,6,0,-6
5393,1,0,13,0,-13
5394,1,0,19,0,-19
5395,1,0,55,0,-55
5396,0,0,12,0,-12
5397,1,0,87,0,-87
5398,1,1,96,1746,1650
5399,1,1,738,1294,556
5400,0,0,98,0,-98
5401,0,0,48,0,-48
5402,0,0,34,0,-34
5403,0,0,7,0,-7
5404,1,1,245,1255,1010
5405,1,0,10,0,-10
5406,1,0,147,0,-147
5407,1,1,1216,2157,941
5408,0,0,5,0,-5
5409,1,0,27,0,-27
5410,0,0,255,0,-255
5411,0,0,60,0,-60
5412,0,0,61,0,-61
5413,1,0,61,0,-61
5414,1,1,95,1373,1278
5415,1,0,56,0,-56
5416,0,0,33,0,-33
5417,1,0,2,0,-2
5418,1,1,555,1799,1244
5419,1,1,1597,1474,-123
5420,0,0,54,0,-54
5421,0,0,6,0,-6
5422,1,1,1225,1613,388
5423,1,0,2,0,-2
5424,0,0,48,0,-48
5425,0,0,24,0,-24
5426,0,0,9,0,-9
5427,1,0,27,0,-27
5428,0,0,20,0,-20
5429,0,0,10,0,-10
5430,1,1,190,1485,1295
5431,0,0,147,0,-147
5432,0,0,5,0,-5
5433,0,0,33,0,-33
5434,0,0,121,0,-121
5435,1,1,162,1866,1704
5436,0,0,2,0,-2
5437,1,0,17,0,-17
5438,1,0,46,0,-46
5439,0,0,49,0,-49
5440,1,0,96,0,-96
5441,1,0,134,0,-134
5442,1,1,733,3383,2650
5443,0,0,18,0,-18
5444,0,0,95,0,-95
5445,1,1,238,1597,1359
5446,1,0,16,0,-16
5447,0,0,39,0,-39
5448,1,0,46,0,-46
5449,0,0,50,0,-50
5450,1,0,20,0,-20
5451,0,0,62,0,-62
5452,0,0,22,0,-22
5453,1,0,69,0,-69
5454,0,0,10,0,-10
5455,1,1,855,1275,420
5456,0,0,65,0,-65
5457,0,0,42,0,-42
5458,1,1,209,1879,1670
5459,0,0,16,0,-16
5460,1,1,169,1225,1056
5461,1,1,337,1541,1204
5462,0,0,68,0,-68
5463,1,1,128,1277,1149
5464,1,0,3,0,-3
5465,1,0,147,0,-147
5466,0,0,4,0,-4
5467,1,0,3,0,-3
5468,1,0,38,0,-38
5469,0,0,42,0,-42
5470,1,0,23,0,-23
5471,1,0,47,0,-47
5472,1,1,1895,2487,592
5473,1,1,656,1726,1070
5474,1,0,21,0,-21
